REPORT_DATE,WARD,LIVES_LOST,POSITIVE_CASES,TOTAL_TESTS,LOAD_TIME,OBJECTID
2020/05/06 04:00:00+00,Ward 8,61,799,,2021/01/20 16:15:05+00,749
2020/05/07 04:00:00+00,Ward 8,67,830,,2021/01/20 16:15:05+00,750
2020/05/08 04:00:00+00,Ward 8,68,862,,2021/01/20 16:15:05+00,751
2020/05/09 04:00:00+00,Ward 8,69,888,,2021/01/20 16:15:05+00,752
2020/05/10 04:00:00+00,Ward 8,74,899,,2021/01/20 16:15:05+00,753
2020/05/11 04:00:00+00,Ward 8,74,909,,2021/01/20 16:15:05+00,754
2020/05/12 04:00:00+00,Ward 8,78,925,,2021/01/20 16:15:05+00,755
2020/05/13 04:00:00+00,Ward 8,80,937,,2021/01/20 16:15:05+00,756
2020/05/14 04:00:00+00,Ward 8,82,977,,2021/01/20 16:15:05+00,757
2020/05/15 04:00:00+00,Ward 8,83,1010,,2021/01/20 16:15:05+00,758
2020/05/16 04:00:00+00,Ward 8,84,1015,,2021/01/20 16:15:05+00,759
2020/05/17 04:00:00+00,Ward 8,84,1040,,2021/01/20 16:15:05+00,760
2020/05/18 04:00:00+00,Ward 8,86,1054,,2021/01/20 16:15:05+00,761
2020/05/19 04:00:00+00,Ward 8,87,1078,4886,2021/01/20 16:15:05+00,762
2020/05/20 04:00:00+00,Ward 8,87,1101,5166,2021/01/20 16:15:05+00,763
2020/05/21 04:00:00+00,Ward 8,89,1112,,2021/01/20 16:15:05+00,764
2020/05/22 04:00:00+00,Ward 8,91,1120,,2021/01/20 16:15:05+00,765
2020/05/23 04:00:00+00,Ward 8,91,1136,,2021/01/20 16:15:05+00,766
2020/05/24 04:00:00+00,Ward 8,91,1147,,2021/01/20 16:15:05+00,767
2020/05/25 04:00:00+00,Ward 8,91,1156,5815,2021/01/20 16:15:05+00,768
2020/05/26 04:00:00+00,Ward 8,92,1174,6040,2021/01/20 16:15:05+00,769
2020/05/27 04:00:00+00,Ward 8,93,1191,,2021/01/20 16:15:05+00,770
2020/05/28 04:00:00+00,Ward 8,94,1196,,2021/01/20 16:15:05+00,771
2020/05/29 04:00:00+00,Ward 8,94,1242,6312,2021/01/20 16:15:05+00,772
2020/05/30 04:00:00+00,Ward 8,95,1259,6640,2021/01/20 16:15:05+00,773
2020/05/31 04:00:00+00,Ward 8,95,1269,,2021/01/20 16:15:05+00,774
2020/06/01 04:00:00+00,Ward 8,95,1278,6718,2021/01/20 16:15:05+00,775
2020/06/02 04:00:00+00,Ward 8,97,1278,6922,2021/01/20 16:15:05+00,776
2020/06/03 04:00:00+00,Ward 8,97,1323,7133,2021/01/20 16:15:05+00,777
2020/06/04 04:00:00+00,Ward 8,97,1340,7291,2021/01/20 16:15:05+00,778
2020/06/05 04:00:00+00,Ward 8,99,1354,7533,2021/01/20 16:15:05+00,779
2020/06/06 04:00:00+00,Ward 8,99,1367,7588,2021/01/20 16:15:05+00,780
2020/06/07 04:00:00+00,Ward 8,99,1379,7701,2021/01/20 16:15:05+00,781
2020/06/08 04:00:00+00,Ward 8,99,1394,7796,2021/01/20 16:15:05+00,782
2020/06/09 04:00:00+00,Ward 8,100,1402,7796,2021/01/20 16:15:05+00,783
2020/06/10 04:00:00+00,Ward 8,101,1413,7796,2021/01/20 16:15:05+00,784
2020/06/11 04:00:00+00,Ward 8,103,1421,8371,2021/01/20 16:15:05+00,785
2020/06/12 04:00:00+00,Ward 8,104,1427,8305,2021/01/20 16:15:05+00,786
2020/06/13 04:00:00+00,Ward 8,105,1440,8661,2021/01/20 16:15:05+00,787
2020/06/14 04:00:00+00,Ward 8,105,1448,8867,2021/01/20 16:15:05+00,788
2020/06/15 04:00:00+00,Ward 8,107,1450,9123,2021/01/20 16:15:05+00,789
2020/06/16 04:00:00+00,Ward 8,107,1454,9466,2021/01/20 16:15:05+00,790
2020/06/17 04:00:00+00,Ward 8,108,1466,9769,2021/01/20 16:15:05+00,791
2020/06/18 04:00:00+00,Ward 8,108,1472,10047,2021/01/20 16:15:05+00,792
2020/06/19 04:00:00+00,Ward 8,108,1478,10308,2021/01/20 16:15:05+00,793
2020/06/20 04:00:00+00,Ward 8,108,1480,10407,2021/01/20 16:15:05+00,794
2020/06/21 04:00:00+00,Ward 8,108,1486,10701,2021/01/20 16:15:05+00,795
2020/06/22 04:00:00+00,Ward 8,109,1489,10921,2021/01/20 16:15:05+00,796
2020/06/23 04:00:00+00,Ward 8,110,1493,11029,2021/01/20 16:15:05+00,797
2020/06/24 04:00:00+00,Ward 8,110,1498,11262,2021/01/20 16:15:05+00,798
2020/06/25 04:00:00+00,Ward 8,110,1502,11387,2021/01/20 16:15:05+00,799
2020/06/26 04:00:00+00,Ward 8,110,1503,11455,2021/01/20 16:15:05+00,800
2020/06/27 04:00:00+00,Ward 8,110,1505,11781,2021/01/20 16:15:05+00,801
2020/06/28 04:00:00+00,Ward 8,111,1514,11906,2021/01/20 16:15:05+00,802
2020/06/29 04:00:00+00,Ward 8,111,1517,12058,2021/01/20 16:15:05+00,803
2020/06/30 04:00:00+00,Ward 8,112,1522,12379,2021/01/20 16:15:05+00,804
2020/07/01 04:00:00+00,Ward 8,112,1527,12494,2021/01/20 16:15:05+00,805
2020/07/02 04:00:00+00,Ward 8,112,1533,12679,2021/01/20 16:15:05+00,806
2020/07/03 04:00:00+00,Ward 8,113,1533,12782,2021/01/20 16:15:05+00,807
2020/07/04 04:00:00+00,Ward 8,114,1537,12969,2021/01/20 16:15:05+00,808
2020/07/05 04:00:00+00,Ward 8,115,1542,13090,2021/01/20 16:15:05+00,809
2020/07/06 04:00:00+00,Ward 8,115,1543,13394,2021/01/20 16:15:05+00,810
2020/07/07 04:00:00+00,Ward 8,115,1561,13725,2021/01/20 16:15:05+00,811
2020/07/08 04:00:00+00,Ward 8,116,1565,,2021/01/20 16:15:05+00,812
2020/07/09 04:00:00+00,Ward 8,116,1576,14381,2021/01/20 16:15:05+00,813
2020/07/10 04:00:00+00,Ward 8,116,1586,14583,2021/01/20 16:15:05+00,814
2020/07/11 04:00:00+00,Ward 8,116,1597,14947,2021/01/20 16:15:05+00,815
2020/07/12 04:00:00+00,Ward 8,116,1604,15002,2021/01/20 16:15:05+00,816
2020/07/13 04:00:00+00,Ward 8,116,1610,15346,2021/01/20 16:15:05+00,817
2020/07/14 04:00:00+00,Ward 8,116,1618,15622,2021/01/20 16:15:05+00,818
2020/07/15 04:00:00+00,Ward 8,116,1624,15894,2021/01/20 16:15:05+00,819
2020/07/16 04:00:00+00,Ward 8,117,1627,16225,2021/01/20 16:15:05+00,820
2020/07/17 04:00:00+00,Ward 8,117,1638,16519,2021/01/20 16:15:05+00,821
2020/07/18 04:00:00+00,Ward 8,117,1641,22912,2021/01/20 16:15:05+00,822
2020/07/19 04:00:00+00,Ward 8,117,1649,17138,2021/01/20 16:15:05+00,823
2020/07/20 04:00:00+00,Ward 8,117,1661,17704,2021/01/20 16:15:05+00,824
2020/07/21 04:00:00+00,Ward 8,117,1686,18063,2021/01/20 16:15:05+00,825
2020/07/22 04:00:00+00,Ward 8,117,1688,18412,2021/01/20 16:15:05+00,826
2020/07/23 04:00:00+00,Ward 8,117,1702,18760,2021/01/20 16:15:05+00,827
2020/07/24 04:00:00+00,Ward 8,117,1715,19045,2021/01/20 16:15:05+00,828
2020/07/25 04:00:00+00,Ward 8,117,1725,19279,2021/01/20 16:15:05+00,829
2020/07/26 04:00:00+00,Ward 8,117,1740,19542,2021/01/20 16:15:05+00,830
2020/07/27 04:00:00+00,Ward 8,117,1749,19953,2021/01/20 16:15:05+00,831
2020/07/28 04:00:00+00,Ward 8,118,1760,20108,2021/01/20 16:15:05+00,832
2020/07/29 04:00:00+00,Ward 8,118,1768,20462,2021/01/20 16:15:05+00,833
2020/07/30 04:00:00+00,Ward 8,118,1781,21034,2021/01/20 16:15:05+00,834
2020/07/31 04:00:00+00,Ward 8,118,1793,21269,2021/01/20 16:15:05+00,835
2020/08/01 04:00:00+00,Ward 8,118,1805,21483,2021/01/20 16:15:05+00,836
2020/08/02 04:00:00+00,Ward 8,118,1811,21634,2021/01/20 16:15:05+00,837
2020/08/03 04:00:00+00,Ward 8,119,1830,21745,2021/01/20 16:15:05+00,838
2020/08/04 04:00:00+00,Ward 8,119,1840,22027,2021/01/20 16:15:05+00,839
2020/08/05 04:00:00+00,Ward 8,119,1855,22357,2021/01/20 16:15:05+00,840
2020/08/06 04:00:00+00,Ward 8,119,1865,22552,2021/01/20 16:15:05+00,841
2020/08/07 04:00:00+00,Ward 8,119,1876,23111,2021/01/20 16:15:05+00,842
2020/08/08 04:00:00+00,Ward 8,119,1889,23496,2021/01/20 16:15:05+00,843
2020/08/09 04:00:00+00,Ward 8,119,1895,23733,2021/01/20 16:15:05+00,844
2020/08/10 04:00:00+00,Ward 8,123,1904,23921,2021/01/20 16:15:05+00,845
2020/08/11 04:00:00+00,Ward 8,123,1914,24181,2021/01/20 16:15:05+00,846
2020/08/12 04:00:00+00,Ward 8,123,1919,24432,2021/01/20 16:15:05+00,847
2020/09/26 04:00:00+00,Ward 5,100,2379,48402,2021/01/20 16:15:05+00,848
2020/09/27 04:00:00+00,Ward 5,100,2381,48606,2021/01/20 16:15:05+00,849
2020/09/28 04:00:00+00,Ward 5,101,2387,48892,2021/01/20 16:15:05+00,850
2020/09/29 04:00:00+00,Ward 5,101,2390,49034,2021/01/20 16:15:05+00,851
2020/09/30 04:00:00+00,Ward 5,101,2400,49424,2021/01/20 16:15:05+00,852
2020/10/01 04:00:00+00,Ward 5,101,2423,49913,2021/01/20 16:15:05+00,853
2020/10/02 04:00:00+00,Ward 5,101,2441,50215,2021/01/20 16:15:05+00,854
2020/10/03 04:00:00+00,Ward 5,102,2459,50489,2021/01/20 16:15:05+00,855
2020/10/04 04:00:00+00,Ward 5,102,2471,50713,2021/01/20 16:15:05+00,856
2020/10/05 04:00:00+00,Ward 5,102,2491,51624,2021/01/20 16:15:05+00,857
2020/10/06 04:00:00+00,Ward 5,103,2503,51844,2021/01/20 16:15:05+00,858
2020/10/07 04:00:00+00,Ward 5,104,2523,52355,2021/01/20 16:15:05+00,859
2020/10/08 04:00:00+00,Ward 5,104,2546,53041,2021/01/20 16:15:05+00,860
2020/10/09 04:00:00+00,Ward 5,104,2553,53664,2021/01/20 16:15:05+00,861
2020/10/10 04:00:00+00,Ward 5,104,2563,54240,2021/01/20 16:15:05+00,862
2020/10/11 04:00:00+00,Ward 5,104,2570,54539,2021/01/20 16:15:05+00,863
2020/10/12 04:00:00+00,Ward 5,104,2577,54975,2021/01/20 16:15:05+00,864
2020/10/13 04:00:00+00,Ward 5,104,2582,55450,2021/01/20 16:15:05+00,865
2020/10/14 04:00:00+00,Ward 5,104,2590,55709,2021/01/20 16:15:05+00,866
2020/10/15 04:00:00+00,Ward 5,106,2612,56354,2021/01/20 16:15:05+00,867
2020/10/16 04:00:00+00,Ward 5,106,2622,57159,2021/01/20 16:15:05+00,868
2020/10/17 04:00:00+00,Ward 5,106,2631,57559,2021/01/20 16:15:05+00,869
2020/10/18 04:00:00+00,Ward 5,106,2634,57843,2021/01/20 16:15:05+00,870
2020/10/19 04:00:00+00,Ward 5,106,2644,58331,2021/01/20 16:15:05+00,871
2020/10/20 04:00:00+00,Ward 5,106,2649,58601,2021/01/20 16:15:05+00,872
2020/10/21 04:00:00+00,Ward 5,106,2656,58875,2021/01/20 16:15:05+00,873
2020/10/22 04:00:00+00,Ward 5,106,2669,59578,2021/01/20 16:15:05+00,874
2020/10/23 04:00:00+00,Ward 5,106,2684,60019,2021/01/20 16:15:05+00,875
2020/10/24 04:00:00+00,Ward 5,106,2691,60448,2021/01/20 16:15:05+00,876
2020/10/25 04:00:00+00,Ward 5,106,2694,60718,2021/01/20 16:15:05+00,877
2020/10/26 04:00:00+00,Ward 5,107,2706,61201,2021/01/20 16:15:05+00,878
2020/10/27 04:00:00+00,Ward 5,107,2716,61517,2021/01/20 16:15:05+00,879
2020/10/28 04:00:00+00,Ward 5,107,2729,62088,2021/01/20 16:15:05+00,880
2020/10/29 04:00:00+00,Ward 5,107,2734,62429,2021/01/20 16:15:05+00,881
2020/10/30 04:00:00+00,Ward 5,107,2743,63110,2021/01/20 16:15:05+00,882
2020/10/31 04:00:00+00,Ward 5,107,2761,63518,2021/01/20 16:15:05+00,883
2020/11/01 04:00:00+00,Ward 5,107,2769,63752,2021/01/20 16:15:05+00,884
2020/11/02 05:00:00+00,Ward 5,107,2777,64455,2021/01/20 16:15:05+00,885
2020/11/03 05:00:00+00,Ward 5,106,2783,64829,2021/01/20 16:15:05+00,886
2020/11/04 05:00:00+00,Ward 5,106,2796,65182,2021/01/20 16:15:05+00,887
2020/11/05 05:00:00+00,Ward 5,106,2809,65694,2021/01/20 16:15:05+00,888
2020/11/06 05:00:00+00,Ward 5,106,2825,66046,2021/01/20 16:15:05+00,889
2020/11/07 05:00:00+00,Ward 5,106,2836,66604,2021/01/20 16:15:05+00,890
2020/11/08 05:00:00+00,Ward 5,106,2848,67049,2021/01/20 16:15:05+00,891
2020/11/09 05:00:00+00,Ward 5,106,2853,67392,2021/01/20 16:15:05+00,892
2020/11/10 05:00:00+00,Ward 5,106,2883,67985,2021/01/20 16:15:05+00,893
2020/11/11 05:00:00+00,Ward 5,106,2907,68702,2021/01/20 16:15:05+00,894
2020/11/12 05:00:00+00,Ward 5,106,2921,69162,2021/01/20 16:15:05+00,895
2020/11/13 05:00:00+00,Ward 5,106,2947,69757,2021/01/20 16:15:05+00,896
2020/11/14 05:00:00+00,Ward 5,106,2968,70291,2021/01/20 16:15:05+00,897
2020/11/15 05:00:00+00,Ward 5,106,2984,70578,2021/01/20 16:15:05+00,898
2020/11/16 05:00:00+00,Ward 5,106,3029,71198,2021/01/20 16:15:05+00,899
2020/11/17 05:00:00+00,Ward 5,107,3055,71685,2021/01/20 16:15:05+00,900
2020/11/18 05:00:00+00,Ward 5,107,3081,72380,2021/01/20 16:15:05+00,901
2020/11/19 05:00:00+00,Ward 5,107,3102,72926,2021/01/20 16:15:05+00,902
2020/11/20 05:00:00+00,Ward 5,108,3121,73693,2021/01/20 16:15:05+00,903
2020/11/21 05:00:00+00,Ward 5,108,3146,74804,2021/01/20 16:15:05+00,904
2020/11/22 05:00:00+00,Ward 5,108,3165,75774,2021/01/20 16:15:05+00,905
2020/11/23 05:00:00+00,Ward 5,108,3183,76631,2021/01/20 16:15:05+00,906
2020/11/24 05:00:00+00,Ward 5,108,3197,77108,2021/01/20 16:15:05+00,907
2020/11/25 05:00:00+00,Ward 5,108,3217,78523,2021/01/20 16:15:05+00,908
2020/11/26 05:00:00+00,Ward 5,108,3239,79457,2021/01/20 16:15:05+00,909
2020/11/27 05:00:00+00,Ward 5,108,3296,80948,2021/01/20 16:15:05+00,910
2020/11/28 05:00:00+00,Ward 5,108,3313,81540,2021/01/20 16:15:05+00,911
2020/11/29 05:00:00+00,Ward 5,108,3326,82116,2021/01/20 16:15:05+00,912
2020/11/30 05:00:00+00,Ward 5,108,3343,82351,2021/01/20 16:15:05+00,913
2020/12/01 05:00:00+00,Ward 5,109,3362,82667,2021/01/20 16:15:05+00,914
2020/12/02 05:00:00+00,Ward 5,109,3418,83521,2021/01/20 16:15:05+00,915
2020/12/03 05:00:00+00,Ward 5,110,3468,83950,2021/01/20 16:15:05+00,916
2020/12/04 05:00:00+00,Ward 5,110,3531,85494,2021/01/20 16:15:05+00,917
2020/12/05 05:00:00+00,Ward 5,112,3569,86124,2021/01/20 16:15:05+00,918
2020/12/06 05:00:00+00,Ward 5,112,3597,86663,2021/01/20 16:15:05+00,919
2020/12/07 05:00:00+00,Ward 5,112,3638,87411,2021/01/20 16:15:05+00,920
2020/12/08 05:00:00+00,Ward 5,112,3674,88189,2021/01/20 16:15:05+00,921
2020/12/09 05:00:00+00,Ward 5,112,3717,88735,2021/01/20 16:15:05+00,922
2020/12/10 05:00:00+00,Ward 5,113,3751,89263,2021/01/20 16:15:05+00,923
2020/12/11 05:00:00+00,Ward 5,114,3778,90124,2021/01/20 16:15:05+00,924
2020/12/12 05:00:00+00,Ward 5,114,3800,90883,2021/01/20 16:15:05+00,925
2020/12/13 05:00:00+00,Ward 5,114,3820,91484,2021/01/20 16:15:05+00,926
2020/12/14 05:00:00+00,Ward 5,115,3877,92547,2021/01/20 16:15:05+00,927
2020/12/15 05:00:00+00,Ward 5,115,3910,93237,2021/01/20 16:15:05+00,928
2020/12/16 05:00:00+00,Ward 5,116,3946,93637,2021/01/20 16:15:05+00,929
2020/12/17 05:00:00+00,Ward 5,117,3983,94541,2021/01/20 16:15:05+00,930
2020/12/18 05:00:00+00,Ward 5,117,4022,95514,2021/01/20 16:15:05+00,931
2020/12/19 05:00:00+00,Ward 5,118,4067,96512,2021/01/20 16:15:05+00,932
2020/12/20 05:00:00+00,Ward 5,120,4091,97040,2021/01/20 16:15:05+00,933
2020/12/21 05:00:00+00,Ward 5,120,4102,97361,2021/01/20 16:15:05+00,934
2020/12/22 05:00:00+00,Ward 5,122,4143,98725,2021/01/20 16:15:05+00,935
2020/12/23 05:00:00+00,Ward 5,122,4175,99534,2021/01/20 16:15:05+00,936
2020/12/24 05:00:00+00,Ward 5,124,4224,100183,2021/01/20 16:15:05+00,937
2020/12/26 05:00:00+00,Ward 5,125,4314,102493,2021/01/20 16:15:05+00,938
2020/12/27 05:00:00+00,Ward 5,127,4338,102891,2021/01/20 16:15:05+00,939
2020/12/28 05:00:00+00,Ward 5,129,4383,103327,2021/01/20 16:15:05+00,940
2020/12/29 05:00:00+00,Ward 5,129,4415,103830,2021/01/20 16:15:05+00,941
2020/12/30 05:00:00+00,Ward 5,132,4444,104074,2021/01/20 16:15:05+00,942
2020/12/31 05:00:00+00,Ward 5,133,4479,104917,2021/01/20 16:15:05+00,943
2021/01/01 05:00:00+00,Ward 5,134,4506,105747,2021/01/20 16:15:05+00,944
2021/01/02 05:00:00+00,Ward 5,134,4536,106798,2021/01/20 16:15:05+00,945
2021/01/03 05:00:00+00,Ward 5,134,4556,107099,2021/01/20 16:15:05+00,946
2021/01/04 05:00:00+00,Ward 5,135,4591,107562,2021/01/20 16:15:05+00,947
2021/01/05 05:00:00+00,Ward 5,137,4645,108407,2021/01/20 16:15:05+00,948
2021/01/06 05:00:00+00,Ward 5,137,4687,108794,2021/01/20 16:15:05+00,949
2021/01/07 05:00:00+00,Ward 5,137,4733,109708,2021/01/20 16:15:05+00,950
2021/01/08 05:00:00+00,Ward 5,137,4799,110582,2021/01/20 16:15:05+00,951
2021/01/09 05:00:00+00,Ward 5,138,4859,111463,2021/01/20 16:15:05+00,952
2021/01/10 05:00:00+00,Ward 5,139,4893,111936,2021/01/20 16:15:05+00,953
2021/01/11 05:00:00+00,Ward 5,140,4955,112941,2021/01/20 16:15:05+00,954
2021/01/12 05:00:00+00,Ward 5,140,4971,113308,2021/01/20 16:15:05+00,955
2021/01/13 05:00:00+00,Ward 5,144,5005,113949,2021/01/20 16:15:05+00,956
2021/01/14 05:00:00+00,Ward 5,144,5046,114759,2021/01/20 16:15:05+00,957
2021/01/15 05:00:00+00,Ward 5,144,5105,116005,2021/01/20 16:15:05+00,958
2021/01/16 05:00:00+00,Ward 5,144,5152,116962,2021/01/20 16:15:05+00,959
2021/01/17 05:00:00+00,Ward 5,145,5178,117414,2021/01/20 16:15:05+00,960
2021/01/18 05:00:00+00,Ward 5,145,5209,117872,2021/01/20 16:15:05+00,961
1970/01/01 00:00:00+00,Ward 5,,,,2021/01/20 16:15:05+00,962
2020/03/31 04:00:00+00,Ward 6,,101,,2021/01/20 16:15:05+00,963
2020/04/01 04:00:00+00,Ward 6,,112,,2021/01/20 16:15:05+00,964
2020/04/02 04:00:00+00,Ward 6,,130,,2021/01/20 16:15:05+00,965
2020/04/03 04:00:00+00,Ward 6,,154,,2021/01/20 16:15:05+00,966
2020/04/04 04:00:00+00,Ward 6,,156,,2021/01/20 16:15:05+00,967
2020/04/05 04:00:00+00,Ward 6,,187,,2021/01/20 16:15:05+00,968
2020/04/06 04:00:00+00,Ward 6,,202,,2021/01/20 16:15:05+00,969
2020/04/07 04:00:00+00,Ward 6,,235,,2021/01/20 16:15:05+00,970
2020/04/08 04:00:00+00,Ward 6,,241,,2021/01/20 16:15:05+00,971
2020/04/09 04:00:00+00,Ward 6,,255,,2021/01/20 16:15:05+00,972
2020/04/10 04:00:00+00,Ward 6,,266,,2021/01/20 16:15:05+00,973
2020/04/11 04:00:00+00,Ward 6,,281,,2021/01/20 16:15:05+00,974
2020/04/12 04:00:00+00,Ward 6,,288,,2021/01/20 16:15:05+00,975
2020/04/13 04:00:00+00,Ward 6,,290,,2021/01/20 16:15:05+00,976
2020/04/14 04:00:00+00,Ward 6,,298,,2021/01/20 16:15:05+00,977
2020/04/15 04:00:00+00,Ward 6,,313,,2021/01/20 16:15:05+00,978
2020/04/16 04:00:00+00,Ward 6,,337,,2021/01/20 16:15:05+00,979
2020/04/17 04:00:00+00,Ward 6,,353,,2021/01/20 16:15:05+00,980
2020/04/18 04:00:00+00,Ward 6,,355,,2021/01/20 16:15:05+00,981
2020/04/19 04:00:00+00,Ward 6,18,366,,2021/01/20 16:15:05+00,982
2020/04/20 04:00:00+00,Ward 6,21,374,,2021/01/20 16:15:05+00,983
2020/04/21 04:00:00+00,Ward 6,23,387,,2021/01/20 16:15:05+00,984
2020/04/22 04:00:00+00,Ward 6,25,406,,2021/01/20 16:15:05+00,985
2020/04/23 04:00:00+00,Ward 6,25,409,,2021/01/20 16:15:05+00,986
2020/04/24 04:00:00+00,Ward 6,26,414,,2021/01/20 16:15:05+00,987
2020/04/25 04:00:00+00,Ward 6,27,419,,2021/01/20 16:15:05+00,988
2020/04/26 04:00:00+00,Ward 6,28,405,,2021/01/20 16:15:05+00,989
2020/04/27 04:00:00+00,Ward 6,28,414,,2021/01/20 16:15:05+00,990
2020/04/28 04:00:00+00,Ward 6,28,433,,2021/01/20 16:15:05+00,991
2020/04/29 04:00:00+00,Ward 6,28,450,,2021/01/20 16:15:05+00,992
2020/04/30 04:00:00+00,Ward 6,28,468,,2021/01/20 16:15:05+00,993
2020/05/01 04:00:00+00,Ward 6,29,476,,2021/01/20 16:15:05+00,994
2020/05/02 04:00:00+00,Ward 6,30,489,,2021/01/20 16:15:05+00,995
2020/05/03 04:00:00+00,Ward 6,30,499,,2021/01/20 16:15:05+00,996
2020/05/04 04:00:00+00,Ward 6,30,525,,2021/01/20 16:15:05+00,997
2020/05/05 04:00:00+00,Ward 6,30,533,,2021/01/20 16:15:05+00,998
2020/05/06 04:00:00+00,Ward 6,31,548,,2021/01/20 16:15:05+00,999
2020/05/07 04:00:00+00,Ward 6,33,570,,2021/01/20 16:15:05+00,1000
2020/05/08 04:00:00+00,Ward 6,33,584,,2021/01/20 16:15:05+00,1001
2020/05/09 04:00:00+00,Ward 6,33,596,,2021/01/20 16:15:05+00,1002
2020/05/10 04:00:00+00,Ward 6,36,602,,2021/01/20 16:15:05+00,1003
2020/05/11 04:00:00+00,Ward 6,38,610,,2021/01/20 16:15:05+00,1004
2020/05/12 04:00:00+00,Ward 6,38,616,,2021/01/20 16:15:05+00,1005
2020/05/13 04:00:00+00,Ward 6,38,624,,2021/01/20 16:15:05+00,1006
2020/05/14 04:00:00+00,Ward 6,39,635,,2021/01/20 16:15:05+00,1007
2020/05/15 04:00:00+00,Ward 6,40,644,,2021/01/20 16:15:05+00,1008
2020/05/16 04:00:00+00,Ward 6,40,646,,2021/01/20 16:15:05+00,1009
2020/05/17 04:00:00+00,Ward 6,40,652,,2021/01/20 16:15:05+00,1010
2020/05/18 04:00:00+00,Ward 6,40,657,,2021/01/20 16:15:05+00,1011
2020/05/19 04:00:00+00,Ward 6,41,662,4041,2021/01/20 16:15:05+00,1012
2020/05/20 04:00:00+00,Ward 6,41,680,4304,2021/01/20 16:15:05+00,1013
2020/05/21 04:00:00+00,Ward 6,41,682,,2021/01/20 16:15:05+00,1014
2020/05/22 04:00:00+00,Ward 6,41,687,,2021/01/20 16:15:05+00,1015
2020/05/23 04:00:00+00,Ward 6,41,692,,2021/01/20 16:15:05+00,1016
2020/05/24 04:00:00+00,Ward 6,41,705,,2021/01/20 16:15:05+00,1017
2020/05/25 04:00:00+00,Ward 6,41,709,4816,2021/01/20 16:15:05+00,1018
2020/05/26 04:00:00+00,Ward 6,41,713,5067,2021/01/20 16:15:05+00,1019
2020/05/27 04:00:00+00,Ward 6,41,722,,2021/01/20 16:15:05+00,1020
2020/05/28 04:00:00+00,Ward 6,42,729,,2021/01/20 16:15:05+00,1021
2020/05/29 04:00:00+00,Ward 6,42,750,5380,2021/01/20 16:15:05+00,1022
2020/05/30 04:00:00+00,Ward 6,42,755,5535,2021/01/20 16:15:05+00,1023
2020/05/31 04:00:00+00,Ward 6,42,757,,2021/01/20 16:15:05+00,1024
2020/06/01 04:00:00+00,Ward 6,43,758,5581,2021/01/20 16:15:05+00,1025
2020/06/02 04:00:00+00,Ward 6,43,758,5799,2021/01/20 16:15:05+00,1026
2020/06/03 04:00:00+00,Ward 6,43,774,6000,2021/01/20 16:15:05+00,1027
2020/06/04 04:00:00+00,Ward 6,43,782,6049,2021/01/20 16:15:05+00,1028
2020/06/05 04:00:00+00,Ward 6,43,787,6334,2021/01/20 16:15:05+00,1029
2020/06/06 04:00:00+00,Ward 6,43,795,6413,2021/01/20 16:15:05+00,1030
2020/06/07 04:00:00+00,Ward 6,43,798,6569,2021/01/20 16:15:05+00,1031
2020/06/08 04:00:00+00,Ward 6,44,805,6727,2021/01/20 16:15:05+00,1032
2020/06/09 04:00:00+00,Ward 6,44,817,6727,2021/01/20 16:15:05+00,1033
2020/06/10 04:00:00+00,Ward 6,44,821,6727,2021/01/20 16:15:05+00,1034
2020/06/11 04:00:00+00,Ward 6,44,828,7341,2021/01/20 16:15:05+00,1035
2020/06/12 04:00:00+00,Ward 6,45,833,7358,2021/01/20 16:15:05+00,1036
2020/06/13 04:00:00+00,Ward 6,45,835,7596,2021/01/20 16:15:05+00,1037
2020/06/14 04:00:00+00,Ward 6,45,839,7768,2021/01/20 16:15:05+00,1038
2020/06/15 04:00:00+00,Ward 6,46,843,7938,2021/01/20 16:15:05+00,1039
2020/06/16 04:00:00+00,Ward 6,46,848,8428,2021/01/20 16:15:05+00,1040
2020/06/17 04:00:00+00,Ward 6,46,854,8710,2021/01/20 16:15:05+00,1041
2020/06/18 04:00:00+00,Ward 6,46,858,9007,2021/01/20 16:15:05+00,1042
2020/06/19 04:00:00+00,Ward 6,46,860,9787,2021/01/20 16:15:05+00,1043
2020/06/20 04:00:00+00,Ward 6,47,865,9967,2021/01/20 16:15:05+00,1044
2020/06/21 04:00:00+00,Ward 6,47,877,10254,2021/01/20 16:15:05+00,1045
2020/06/22 04:00:00+00,Ward 6,47,879,10464,2021/01/20 16:15:05+00,1046
2020/06/23 04:00:00+00,Ward 6,47,882,10630,2021/01/20 16:15:05+00,1047
2020/06/24 04:00:00+00,Ward 6,47,887,11389,2021/01/20 16:15:05+00,1048
2020/06/25 04:00:00+00,Ward 6,47,891,11656,2021/01/20 16:15:05+00,1049
2020/06/26 04:00:00+00,Ward 6,47,899,11952,2021/01/20 16:15:05+00,1050
2020/06/27 04:00:00+00,Ward 6,47,904,12629,2021/01/20 16:15:05+00,1051
2020/06/28 04:00:00+00,Ward 6,47,911,12974,2021/01/20 16:15:05+00,1052
2020/06/29 04:00:00+00,Ward 6,47,919,13239,2021/01/20 16:15:05+00,1053
2020/06/30 04:00:00+00,Ward 6,47,926,13947,2021/01/20 16:15:05+00,1054
2020/07/01 04:00:00+00,Ward 6,47,929,14078,2021/01/20 16:15:05+00,1055
