REPORT_DATE,WARD,LIVES_LOST,POSITIVE_CASES,TOTAL_TESTS,LOAD_TIME,OBJECTID
2020/05/10 04:00:00+00,Ward 4,42,1275,,2021/01/20 16:15:05+00,1931
2020/05/11 04:00:00+00,Ward 4,43,1298,,2021/01/20 16:15:05+00,1932
2020/05/12 04:00:00+00,Ward 4,47,1328,,2021/01/20 16:15:05+00,1933
2020/05/13 04:00:00+00,Ward 4,48,1377,,2021/01/20 16:15:05+00,1934
2020/05/14 04:00:00+00,Ward 4,49,1409,,2021/01/20 16:15:05+00,1935
2020/05/15 04:00:00+00,Ward 4,50,1450,,2021/01/20 16:15:05+00,1936
2020/05/16 04:00:00+00,Ward 4,50,1463,,2021/01/20 16:15:05+00,1937
2020/05/17 04:00:00+00,Ward 4,52,1497,,2021/01/20 16:15:05+00,1938
2020/05/18 04:00:00+00,Ward 4,54,1528,,2021/01/20 16:15:05+00,1939
2020/05/19 04:00:00+00,Ward 4,57,1569,5152,2021/01/20 16:15:05+00,1940
2020/05/20 04:00:00+00,Ward 4,57,1642,5614,2021/01/20 16:15:05+00,1941
2020/05/21 04:00:00+00,Ward 4,58,1657,,2021/01/20 16:15:05+00,1942
2020/05/22 04:00:00+00,Ward 4,60,1666,,2021/01/20 16:15:05+00,1943
2020/05/23 04:00:00+00,Ward 4,62,1707,,2021/01/20 16:15:05+00,1944
2020/05/24 04:00:00+00,Ward 4,62,1737,,2021/01/20 16:15:05+00,1945
2020/05/25 04:00:00+00,Ward 4,62,1759,6342,2021/01/20 16:15:05+00,1946
2020/05/26 04:00:00+00,Ward 4,63,1771,6597,2021/01/20 16:15:05+00,1947
2020/05/27 04:00:00+00,Ward 4,64,1785,,2021/01/20 16:15:05+00,1948
2020/05/28 04:00:00+00,Ward 4,65,1795,,2021/01/20 16:15:05+00,1949
2020/05/29 04:00:00+00,Ward 4,65,1828,6840,2021/01/20 16:15:05+00,1950
2020/05/30 04:00:00+00,Ward 4,66,1840,6984,2021/01/20 16:15:05+00,1951
2020/05/31 04:00:00+00,Ward 4,66,1846,,2021/01/20 16:15:05+00,1952
2020/06/01 04:00:00+00,Ward 4,66,1852,7047,2021/01/20 16:15:05+00,1953
2020/06/02 04:00:00+00,Ward 4,66,1852,7400,2021/01/20 16:15:05+00,1954
2020/06/03 04:00:00+00,Ward 4,67,1913,7613,2021/01/20 16:15:05+00,1955
2020/06/04 04:00:00+00,Ward 4,68,1926,7693,2021/01/20 16:15:05+00,1956
2020/06/05 04:00:00+00,Ward 4,68,1943,7975,2021/01/20 16:15:05+00,1957
2020/06/06 04:00:00+00,Ward 4,70,1955,8069,2021/01/20 16:15:05+00,1958
2020/06/07 04:00:00+00,Ward 4,71,1964,8228,2021/01/20 16:15:05+00,1959
2020/06/08 04:00:00+00,Ward 4,73,1984,8406,2021/01/20 16:15:05+00,1960
2020/06/09 04:00:00+00,Ward 4,73,1999,8406,2021/01/20 16:15:05+00,1961
2020/06/10 04:00:00+00,Ward 4,73,2009,8406,2021/01/20 16:15:05+00,1962
2020/06/11 04:00:00+00,Ward 4,74,2019,9071,2021/01/20 16:15:05+00,1963
2020/06/12 04:00:00+00,Ward 4,76,2031,9103,2021/01/20 16:15:05+00,1964
2020/06/13 04:00:00+00,Ward 4,77,2047,9418,2021/01/20 16:15:05+00,1965
2020/06/14 04:00:00+00,Ward 4,77,2052,9546,2021/01/20 16:15:05+00,1966
2020/06/15 04:00:00+00,Ward 4,77,2064,9710,2021/01/20 16:15:05+00,1967
2020/06/16 04:00:00+00,Ward 4,77,2072,9917,2021/01/20 16:15:05+00,1968
2020/06/17 04:00:00+00,Ward 4,78,2078,10115,2021/01/20 16:15:05+00,1969
2020/06/18 04:00:00+00,Ward 4,78,2091,10330,2021/01/20 16:15:05+00,1970
2020/06/19 04:00:00+00,Ward 4,78,2100,10604,2021/01/20 16:15:05+00,1971
2020/06/20 04:00:00+00,Ward 4,78,2108,10808,2021/01/20 16:15:05+00,1972
2020/06/21 04:00:00+00,Ward 4,78,2113,11153,2021/01/20 16:15:05+00,1973
2020/06/22 04:00:00+00,Ward 4,78,2123,11314,2021/01/20 16:15:05+00,1974
2020/06/23 04:00:00+00,Ward 4,78,2127,11429,2021/01/20 16:15:05+00,1975
2020/06/24 04:00:00+00,Ward 4,79,2133,11570,2021/01/20 16:15:05+00,1976
2020/06/25 04:00:00+00,Ward 4,79,2136,11730,2021/01/20 16:15:05+00,1977
2020/06/26 04:00:00+00,Ward 4,79,2143,11807,2021/01/20 16:15:05+00,1978
2020/06/27 04:00:00+00,Ward 4,79,2148,12322,2021/01/20 16:15:05+00,1979
2020/06/28 04:00:00+00,Ward 4,79,2155,12659,2021/01/20 16:15:05+00,1980
2020/06/29 04:00:00+00,Ward 4,79,2161,12945,2021/01/20 16:15:05+00,1981
2020/06/30 04:00:00+00,Ward 4,79,2165,13201,2021/01/20 16:15:05+00,1982
2020/07/01 04:00:00+00,Ward 4,79,2168,13302,2021/01/20 16:15:05+00,1983
2020/07/02 04:00:00+00,Ward 4,80,2177,13478,2021/01/20 16:15:05+00,1984
2020/07/03 04:00:00+00,Ward 4,80,2177,13649,2021/01/20 16:15:05+00,1985
2020/07/04 04:00:00+00,Ward 4,80,2180,13803,2021/01/20 16:15:05+00,1986
2020/07/05 04:00:00+00,Ward 4,80,2186,13951,2021/01/20 16:15:05+00,1987
2020/07/06 04:00:00+00,Ward 4,80,2195,14216,2021/01/20 16:15:05+00,1988
2020/07/07 04:00:00+00,Ward 4,80,2202,14579,2021/01/20 16:15:05+00,1989
2020/07/08 04:00:00+00,Ward 4,81,2209,,2021/01/20 16:15:05+00,1990
2020/07/09 04:00:00+00,Ward 4,81,2216,15308,2021/01/20 16:15:05+00,1991
2020/07/10 04:00:00+00,Ward 4,81,2225,15604,2021/01/20 16:15:05+00,1992
2020/07/11 04:00:00+00,Ward 4,81,2232,15890,2021/01/20 16:15:05+00,1993
2020/07/12 04:00:00+00,Ward 4,81,2239,16243,2021/01/20 16:15:05+00,1994
2020/07/13 04:00:00+00,Ward 4,81,2244,16651,2021/01/20 16:15:05+00,1995
2020/07/14 04:00:00+00,Ward 4,83,2252,17135,2021/01/20 16:15:05+00,1996
2020/07/15 04:00:00+00,Ward 4,84,2258,17364,2021/01/20 16:15:05+00,1997
2020/07/16 04:00:00+00,Ward 4,84,2262,17804,2021/01/20 16:15:05+00,1998
2020/07/17 04:00:00+00,Ward 4,84,2266,18048,2021/01/20 16:15:05+00,1999
2020/07/18 04:00:00+00,Ward 4,84,2273,16723,2021/01/20 16:15:05+00,2000
2020/07/19 04:00:00+00,Ward 4,84,2283,18827,2021/01/20 16:15:05+00,2001
2020/07/20 04:00:00+00,Ward 4,84,2301,19273,2021/01/20 16:15:05+00,2002
2020/07/21 04:00:00+00,Ward 4,84,2316,19699,2021/01/20 16:15:05+00,2003
2020/07/22 04:00:00+00,Ward 4,85,2320,19878,2021/01/20 16:15:05+00,2004
2020/07/23 04:00:00+00,Ward 4,85,2329,20101,2021/01/20 16:15:05+00,2005
2020/07/24 04:00:00+00,Ward 4,85,2342,20352,2021/01/20 16:15:05+00,2006
2020/07/25 04:00:00+00,Ward 4,85,2352,20584,2021/01/20 16:15:05+00,2007
2020/07/26 04:00:00+00,Ward 4,85,2374,20808,2021/01/20 16:15:05+00,2008
2020/07/27 04:00:00+00,Ward 4,86,2384,21195,2021/01/20 16:15:05+00,2009
2020/07/28 04:00:00+00,Ward 4,86,2389,21413,2021/01/20 16:15:05+00,2010
2020/07/29 04:00:00+00,Ward 4,86,2403,21675,2021/01/20 16:15:05+00,2011
2020/07/30 04:00:00+00,Ward 4,86,2415,22469,2021/01/20 16:15:05+00,2012
2020/07/31 04:00:00+00,Ward 4,86,2434,23276,2021/01/20 16:15:05+00,2013
2020/08/01 04:00:00+00,Ward 4,87,2446,23606,2021/01/20 16:15:05+00,2014
2020/08/02 04:00:00+00,Ward 4,87,2455,23765,2021/01/20 16:15:05+00,2015
2020/08/03 04:00:00+00,Ward 4,87,2473,23978,2021/01/20 16:15:05+00,2016
2020/08/04 04:00:00+00,Ward 4,87,2483,24296,2021/01/20 16:15:05+00,2017
2020/08/05 04:00:00+00,Ward 4,87,2500,24668,2021/01/20 16:15:05+00,2018
2020/08/06 04:00:00+00,Ward 4,87,2506,24996,2021/01/20 16:15:05+00,2019
2020/08/07 04:00:00+00,Ward 4,87,2522,25492,2021/01/20 16:15:05+00,2020
2020/08/08 04:00:00+00,Ward 4,87,2534,25937,2021/01/20 16:15:05+00,2021
2020/08/09 04:00:00+00,Ward 4,87,2538,26178,2021/01/20 16:15:05+00,2022
2020/08/10 04:00:00+00,Ward 4,86,2553,26593,2021/01/20 16:15:05+00,2023
2020/08/11 04:00:00+00,Ward 4,86,2564,26847,2021/01/20 16:15:05+00,2024
2020/08/12 04:00:00+00,Ward 4,86,2569,27208,2021/01/20 16:15:05+00,2025
2020/08/13 04:00:00+00,Ward 4,86,2588,28113,2021/01/20 16:15:05+00,2026
2020/08/14 04:00:00+00,Ward 4,86,2596,28402,2021/01/20 16:15:05+00,2027
2020/08/15 04:00:00+00,Ward 4,86,2604,28695,2021/01/20 16:15:05+00,2028
2020/08/16 04:00:00+00,Ward 4,86,2611,29036,2021/01/20 16:15:05+00,2029
2020/08/17 04:00:00+00,Ward 4,86,2620,29456,2021/01/20 16:15:05+00,2030
2020/08/18 04:00:00+00,Ward 4,86,2626,29586,2021/01/20 16:15:05+00,2031
2020/08/19 04:00:00+00,Ward 4,86,2634,29902,2021/01/20 16:15:05+00,2032
2020/08/20 04:00:00+00,Ward 4,86,2645,30409,2021/01/20 16:15:05+00,2033
2020/08/21 04:00:00+00,Ward 4,87,2656,30763,2021/01/20 16:15:05+00,2034
2020/08/22 04:00:00+00,Ward 4,87,2659,31200,2021/01/20 16:15:05+00,2035
2020/08/23 04:00:00+00,Ward 4,87,2673,31471,2021/01/20 16:15:05+00,2036
2020/08/24 04:00:00+00,Ward 4,87,2682,31712,2021/01/20 16:15:05+00,2037
2020/08/25 04:00:00+00,Ward 4,87,2687,31884,2021/01/20 16:15:05+00,2038
2020/08/26 04:00:00+00,Ward 4,87,2693,32213,2021/01/20 16:15:05+00,2039
2020/08/27 04:00:00+00,Ward 4,87,2699,32665,2021/01/20 16:15:05+00,2040
2020/08/28 04:00:00+00,Ward 4,87,2709,33149,2021/01/20 16:15:05+00,2041
2020/08/29 04:00:00+00,Ward 4,87,2710,33345,2021/01/20 16:15:05+00,2042
2020/08/30 04:00:00+00,Ward 4,87,2714,33626,2021/01/20 16:15:05+00,2043
2020/08/31 04:00:00+00,Ward 4,87,2727,33840,2021/01/20 16:15:05+00,2044
2020/09/01 04:00:00+00,Ward 4,87,2728,33978,2021/01/20 16:15:05+00,2045
2020/09/02 04:00:00+00,Ward 4,87,2739,34298,2021/01/20 16:15:05+00,2046
2020/09/03 04:00:00+00,Ward 4,87,2745,34711,2021/01/20 16:15:05+00,2047
2020/09/04 04:00:00+00,Ward 4,87,2751,35087,2021/01/20 16:15:05+00,2048
2020/09/05 04:00:00+00,Ward 4,87,2761,35434,2021/01/20 16:15:05+00,2049
2020/09/06 04:00:00+00,Ward 4,87,2764,35555,2021/01/20 16:15:05+00,2050
2020/09/07 04:00:00+00,Ward 4,87,2767,35912,2021/01/20 16:15:05+00,2051
2020/09/08 04:00:00+00,Ward 4,87,2768,35986,2021/01/20 16:15:05+00,2052
2020/09/09 04:00:00+00,Ward 4,87,2769,36129,2021/01/20 16:15:05+00,2053
2020/09/10 04:00:00+00,Ward 4,87,2781,36466,2021/01/20 16:15:05+00,2054
2020/09/11 04:00:00+00,Ward 4,87,2792,36998,2021/01/20 16:15:05+00,2055
2020/09/12 04:00:00+00,Ward 4,87,2798,37372,2021/01/20 16:15:05+00,2056
2020/09/13 04:00:00+00,Ward 4,87,2805,37474,2021/01/20 16:15:05+00,2057
2020/09/14 04:00:00+00,Ward 4,87,2812,37811,2021/01/20 16:15:05+00,2058
2020/09/15 04:00:00+00,Ward 4,87,2821,37931,2021/01/20 16:15:05+00,2059
2020/09/16 04:00:00+00,Ward 4,87,2823,38193,2021/01/20 16:15:05+00,2060
2020/09/17 04:00:00+00,Ward 4,87,2831,38883,2021/01/20 16:15:05+00,2061
2020/09/18 04:00:00+00,Ward 4,87,2843,39089,2021/01/20 16:15:05+00,2062
2020/09/19 04:00:00+00,Ward 4,87,2850,39481,2021/01/20 16:15:05+00,2063
2020/09/20 04:00:00+00,Ward 4,87,2852,39721,2021/01/20 16:15:05+00,2064
2020/09/21 04:00:00+00,Ward 4,87,2858,40136,2021/01/20 16:15:05+00,2065
2020/09/22 04:00:00+00,Ward 4,87,2865,40291,2021/01/20 16:15:05+00,2066
2020/09/23 04:00:00+00,Ward 4,87,2875,40674,2021/01/20 16:15:05+00,2067
2020/09/24 04:00:00+00,Ward 4,87,2882,41158,2021/01/20 16:15:05+00,2068
2020/09/25 04:00:00+00,Ward 4,88,2891,41604,2021/01/20 16:15:05+00,2069
2020/09/26 04:00:00+00,Ward 4,88,2891,41850,2021/01/20 16:15:05+00,2070
2020/09/27 04:00:00+00,Ward 4,88,2891,41997,2021/01/20 16:15:05+00,2071
2020/09/28 04:00:00+00,Ward 4,88,2895,42350,2021/01/20 16:15:05+00,2072
2020/09/29 04:00:00+00,Ward 4,88,2898,42473,2021/01/20 16:15:05+00,2073
2020/09/30 04:00:00+00,Ward 4,89,2900,42617,2021/01/20 16:15:05+00,2074
2020/10/01 04:00:00+00,Ward 4,89,2910,43079,2021/01/20 16:15:05+00,2075
2020/10/02 04:00:00+00,Ward 4,89,2916,43418,2021/01/20 16:15:05+00,2076
2020/10/03 04:00:00+00,Ward 4,89,2927,43615,2021/01/20 16:15:05+00,2077
2020/10/04 04:00:00+00,Ward 4,89,2927,43742,2021/01/20 16:15:05+00,2078
2020/10/05 04:00:00+00,Ward 4,89,2943,44573,2021/01/20 16:15:05+00,2079
2020/10/06 04:00:00+00,Ward 4,89,2952,44773,2021/01/20 16:15:05+00,2080
2020/10/07 04:00:00+00,Ward 4,90,2957,45076,2021/01/20 16:15:05+00,2081
2020/10/08 04:00:00+00,Ward 4,90,2972,45645,2021/01/20 16:15:05+00,2082
2020/10/09 04:00:00+00,Ward 4,91,2985,46444,2021/01/20 16:15:05+00,2083
2020/10/10 04:00:00+00,Ward 4,91,2998,46966,2021/01/20 16:15:05+00,2084
2020/10/11 04:00:00+00,Ward 4,91,3008,47175,2021/01/20 16:15:05+00,2085
2020/10/12 04:00:00+00,Ward 4,91,3020,47577,2021/01/20 16:15:05+00,2086
2020/10/13 04:00:00+00,Ward 4,91,3032,48038,2021/01/20 16:15:05+00,2087
2020/10/14 04:00:00+00,Ward 4,91,3038,48221,2021/01/20 16:15:05+00,2088
2020/10/15 04:00:00+00,Ward 4,91,3044,48623,2021/01/20 16:15:05+00,2089
2020/10/16 04:00:00+00,Ward 4,91,3054,49252,2021/01/20 16:15:05+00,2090
2020/10/17 04:00:00+00,Ward 4,91,3065,49619,2021/01/20 16:15:05+00,2091
2020/10/18 04:00:00+00,Ward 4,91,3073,49784,2021/01/20 16:15:05+00,2092
2020/10/19 04:00:00+00,Ward 4,91,3081,50258,2021/01/20 16:15:05+00,2093
2020/10/20 04:00:00+00,Ward 4,91,3089,50507,2021/01/20 16:15:05+00,2094
2020/10/21 04:00:00+00,Ward 4,91,3091,50749,2021/01/20 16:15:05+00,2095
2020/10/22 04:00:00+00,Ward 4,91,3108,51262,2021/01/20 16:15:05+00,2096
2020/10/23 04:00:00+00,Ward 4,91,3119,51720,2021/01/20 16:15:05+00,2097
2020/10/24 04:00:00+00,Ward 4,91,3129,52307,2021/01/20 16:15:05+00,2098
2020/10/25 04:00:00+00,Ward 4,91,3139,52460,2021/01/20 16:15:05+00,2099
2020/10/26 04:00:00+00,Ward 4,91,3150,52874,2021/01/20 16:15:05+00,2100
2020/10/27 04:00:00+00,Ward 4,91,3159,53167,2021/01/20 16:15:05+00,2101
2020/10/28 04:00:00+00,Ward 4,91,3173,53535,2021/01/20 16:15:05+00,2102
2020/10/29 04:00:00+00,Ward 4,91,3182,53963,2021/01/20 16:15:05+00,2103
2020/10/30 04:00:00+00,Ward 4,91,3197,54545,2021/01/20 16:15:05+00,2104
2020/10/31 04:00:00+00,Ward 4,91,3212,55048,2021/01/20 16:15:05+00,2105
2020/11/01 04:00:00+00,Ward 4,92,3233,55262,2021/01/20 16:15:05+00,2106
2020/11/02 05:00:00+00,Ward 4,92,3244,55679,2021/01/20 16:15:05+00,2107
2020/11/03 05:00:00+00,Ward 4,93,3254,55978,2021/01/20 16:15:05+00,2108
2020/11/04 05:00:00+00,Ward 4,94,3271,56248,2021/01/20 16:15:05+00,2109
2020/11/05 05:00:00+00,Ward 4,94,3284,56876,2021/01/20 16:15:05+00,2110
2020/11/06 05:00:00+00,Ward 4,95,3303,57160,2021/01/20 16:15:05+00,2111
2020/11/07 05:00:00+00,Ward 4,95,3314,57673,2021/01/20 16:15:05+00,2112
2020/11/08 05:00:00+00,Ward 4,95,3331,57967,2021/01/20 16:15:05+00,2113
2020/11/09 05:00:00+00,Ward 4,95,3344,58241,2021/01/20 16:15:05+00,2114
2020/11/10 05:00:00+00,Ward 4,95,3378,58890,2021/01/20 16:15:05+00,2115
2020/11/11 05:00:00+00,Ward 4,95,3391,59249,2021/01/20 16:15:05+00,2116
2020/11/12 05:00:00+00,Ward 4,95,3414,59842,2021/01/20 16:15:05+00,2117
2020/11/13 05:00:00+00,Ward 4,95,3433,60359,2021/01/20 16:15:05+00,2118
2020/11/14 05:00:00+00,Ward 4,95,3463,60868,2021/01/20 16:15:05+00,2119
2020/11/15 05:00:00+00,Ward 4,95,3473,61037,2021/01/20 16:15:05+00,2120
2020/11/16 05:00:00+00,Ward 4,95,3505,61678,2021/01/20 16:15:05+00,2121
2020/11/17 05:00:00+00,Ward 4,96,3524,62076,2021/01/20 16:15:05+00,2122
2020/11/18 05:00:00+00,Ward 4,96,3555,62589,2021/01/20 16:15:05+00,2123
2020/11/19 05:00:00+00,Ward 4,97,3570,62879,2021/01/20 16:15:05+00,2124
2020/11/20 05:00:00+00,Ward 4,97,3592,63689,2021/01/20 16:15:05+00,2125
2020/11/21 05:00:00+00,Ward 4,97,3618,64613,2021/01/20 16:15:05+00,2126
2020/11/22 05:00:00+00,Ward 4,98,3629,65429,2021/01/20 16:15:05+00,2127
2020/11/23 05:00:00+00,Ward 4,99,3642,65880,2021/01/20 16:15:05+00,2128
2020/11/24 05:00:00+00,Ward 4,101,3657,66305,2021/01/20 16:15:05+00,2129
2020/11/25 05:00:00+00,Ward 4,101,3681,67361,2021/01/20 16:15:05+00,2130
2020/11/26 05:00:00+00,Ward 4,101,3711,68102,2021/01/20 16:15:05+00,2131
2020/11/27 05:00:00+00,Ward 4,101,3766,69491,2021/01/20 16:15:05+00,2132
2020/11/28 05:00:00+00,Ward 4,101,3796,69988,2021/01/20 16:15:05+00,2133
2020/11/29 05:00:00+00,Ward 4,101,3812,70384,2021/01/20 16:15:05+00,2134
2020/11/30 05:00:00+00,Ward 4,102,3825,70685,2021/01/20 16:15:05+00,2135
2020/12/01 05:00:00+00,Ward 4,102,3849,71154,2021/01/20 16:15:05+00,2136
2020/12/02 05:00:00+00,Ward 4,103,3891,71805,2021/01/20 16:15:05+00,2137
2020/12/03 05:00:00+00,Ward 4,103,3924,72202,2021/01/20 16:15:05+00,2138
2020/12/04 05:00:00+00,Ward 4,104,3979,73548,2021/01/20 16:15:05+00,2139
2020/12/05 05:00:00+00,Ward 4,104,4018,74154,2021/01/20 16:15:05+00,2140
2020/12/06 05:00:00+00,Ward 4,105,4054,74753,2021/01/20 16:15:05+00,2141
2020/12/07 05:00:00+00,Ward 4,105,4085,75310,2021/01/20 16:15:05+00,2142
2020/12/08 05:00:00+00,Ward 4,105,4130,76110,2021/01/20 16:15:05+00,2143
2020/12/09 05:00:00+00,Ward 4,106,4152,76606,2021/01/20 16:15:05+00,2144
2020/12/10 05:00:00+00,Ward 4,106,4186,77105,2021/01/20 16:15:05+00,2145
2020/12/11 05:00:00+00,Ward 4,106,4237,78053,2021/01/20 16:15:05+00,2146
2020/12/12 05:00:00+00,Ward 4,106,4265,78833,2021/01/20 16:15:05+00,2147
2020/12/13 05:00:00+00,Ward 4,106,4295,79310,2021/01/20 16:15:05+00,2148
2020/12/14 05:00:00+00,Ward 4,106,4339,80325,2021/01/20 16:15:05+00,2149
2020/12/15 05:00:00+00,Ward 4,106,4379,80922,2021/01/20 16:15:05+00,2150
2020/12/16 05:00:00+00,Ward 4,107,4405,81324,2021/01/20 16:15:05+00,2151
2020/12/17 05:00:00+00,Ward 4,107,4439,81897,2021/01/20 16:15:05+00,2152
2020/12/18 05:00:00+00,Ward 4,107,4468,82949,2021/01/20 16:15:05+00,2153
2020/12/19 05:00:00+00,Ward 4,108,4508,83696,2021/01/20 16:15:05+00,2154
2020/12/20 05:00:00+00,Ward 4,108,4526,84068,2021/01/20 16:15:05+00,2155
2020/12/21 05:00:00+00,Ward 4,109,4547,84449,2021/01/20 16:15:05+00,2156
2020/12/22 05:00:00+00,Ward 4,109,4588,85440,2021/01/20 16:15:05+00,2157
2020/12/23 05:00:00+00,Ward 4,110,4621,86204,2021/01/20 16:15:05+00,2158
2020/12/24 05:00:00+00,Ward 4,112,4659,87044,2021/01/20 16:15:05+00,2159
2020/12/26 05:00:00+00,Ward 4,115,4739,89278,2021/01/20 16:15:05+00,2160
2020/12/27 05:00:00+00,Ward 4,116,4749,89543,2021/01/20 16:15:05+00,2161
2020/12/28 05:00:00+00,Ward 4,116,4773,89945,2021/01/20 16:15:05+00,2162
2020/12/29 05:00:00+00,Ward 4,116,4802,90329,2021/01/20 16:15:05+00,2163
2020/12/30 05:00:00+00,Ward 4,118,4827,90628,2021/01/20 16:15:05+00,2164
2020/12/31 05:00:00+00,Ward 4,118,4867,91408,2021/01/20 16:15:05+00,2165
2021/01/01 05:00:00+00,Ward 4,119,4912,92309,2021/01/20 16:15:05+00,2166
2021/01/02 05:00:00+00,Ward 4,121,4954,93183,2021/01/20 16:15:05+00,2167
2021/01/03 05:00:00+00,Ward 4,121,4978,93510,2021/01/20 16:15:05+00,2168
2021/01/04 05:00:00+00,Ward 4,121,5017,94017,2021/01/20 16:15:05+00,2169
2021/01/05 05:00:00+00,Ward 4,121,5064,94506,2021/01/20 16:15:05+00,2170
2021/01/06 05:00:00+00,Ward 4,121,5101,94932,2021/01/20 16:15:05+00,2171
2021/01/07 05:00:00+00,Ward 4,121,5165,95747,2021/01/20 16:15:05+00,2172
2021/01/08 05:00:00+00,Ward 4,122,5207,96628,2021/01/20 16:15:05+00,2173
2021/01/09 05:00:00+00,Ward 4,123,5262,97133,2021/01/20 16:15:05+00,2174
2021/01/10 05:00:00+00,Ward 4,124,5292,97447,2021/01/20 16:15:05+00,2175
2021/01/11 05:00:00+00,Ward 4,125,5369,98394,2021/01/20 16:15:05+00,2176
2021/01/12 05:00:00+00,Ward 4,126,5396,98693,2021/01/20 16:15:05+00,2177
2021/01/13 05:00:00+00,Ward 4,127,5432,99173,2021/01/20 16:15:05+00,2178
2021/01/14 05:00:00+00,Ward 4,127,5477,99948,2021/01/20 16:15:05+00,2179
2021/01/15 05:00:00+00,Ward 4,128,5515,100982,2021/01/20 16:15:05+00,2180
2021/01/16 05:00:00+00,Ward 4,129,5569,102001,2021/01/20 16:15:05+00,2181
2021/01/17 05:00:00+00,Ward 4,129,5599,102353,2021/01/20 16:15:05+00,2182
2021/01/18 05:00:00+00,Ward 4,129,5626,102854,2021/01/20 16:15:05+00,2183
1970/01/01 00:00:00+00,Ward 4,,,,2021/01/20 16:15:05+00,2184
2020/03/31 04:00:00+00,Ward 5,,76,,2021/01/20 16:15:05+00,2185
2020/04/01 04:00:00+00,Ward 5,,83,,2021/01/20 16:15:05+00,2186
2020/04/02 04:00:00+00,Ward 5,,98,,2021/01/20 16:15:05+00,2187
2020/04/03 04:00:00+00,Ward 5,,122,,2021/01/20 16:15:05+00,2188
2020/04/04 04:00:00+00,Ward 5,,126,,2021/01/20 16:15:05+00,2189
2020/04/05 04:00:00+00,Ward 5,,136,,2021/01/20 16:15:05+00,2190
2020/04/06 04:00:00+00,Ward 5,,150,,2021/01/20 16:15:05+00,2191
2020/04/07 04:00:00+00,Ward 5,,179,,2021/01/20 16:15:05+00,2192
2020/04/08 04:00:00+00,Ward 5,,198,,2021/01/20 16:15:05+00,2193
2020/08/13 04:00:00+00,Ward 8,123,1937,25062,2021/01/20 16:15:05+00,2194
2020/08/14 04:00:00+00,Ward 8,123,1941,25535,2021/01/20 16:15:05+00,2195
2020/08/15 04:00:00+00,Ward 8,123,1951,25843,2021/01/20 16:15:05+00,2196
2020/08/16 04:00:00+00,Ward 8,123,1960,26070,2021/01/20 16:15:05+00,2197
2020/08/17 04:00:00+00,Ward 8,123,1970,26473,2021/01/20 16:15:05+00,2198
2020/08/18 04:00:00+00,Ward 8,123,1975,26568,2021/01/20 16:15:05+00,2199
2020/08/19 04:00:00+00,Ward 8,123,1981,26770,2021/01/20 16:15:05+00,2200
2020/08/20 04:00:00+00,Ward 8,123,1992,27180,2021/01/20 16:15:05+00,2201
2020/08/21 04:00:00+00,Ward 8,123,2004,27408,2021/01/20 16:15:05+00,2202
2020/08/22 04:00:00+00,Ward 8,123,2015,27811,2021/01/20 16:15:05+00,2203
2020/08/23 04:00:00+00,Ward 8,123,2018,28339,2021/01/20 16:15:05+00,2204
2020/08/24 04:00:00+00,Ward 8,123,2023,28525,2021/01/20 16:15:05+00,2205
2020/08/25 04:00:00+00,Ward 8,123,2029,28665,2021/01/20 16:15:05+00,2206
2020/08/26 04:00:00+00,Ward 8,123,2039,28980,2021/01/20 16:15:05+00,2207
2020/08/27 04:00:00+00,Ward 8,123,2051,29288,2021/01/20 16:15:05+00,2208
2020/08/28 04:00:00+00,Ward 8,123,2060,29585,2021/01/20 16:15:05+00,2209
2020/08/29 04:00:00+00,Ward 8,123,2069,29872,2021/01/20 16:15:05+00,2210
2020/08/30 04:00:00+00,Ward 8,123,2072,30100,2021/01/20 16:15:05+00,2211
2020/08/31 04:00:00+00,Ward 8,123,2081,30291,2021/01/20 16:15:05+00,2212
2020/09/01 04:00:00+00,Ward 8,124,2092,30640,2021/01/20 16:15:05+00,2213
2020/09/02 04:00:00+00,Ward 8,124,2099,30916,2021/01/20 16:15:05+00,2214
2020/09/03 04:00:00+00,Ward 8,124,2108,31213,2021/01/20 16:15:05+00,2215
2020/09/04 04:00:00+00,Ward 8,124,2117,31394,2021/01/20 16:15:05+00,2216
2020/09/05 04:00:00+00,Ward 8,124,2121,31695,2021/01/20 16:15:05+00,2217
2020/09/06 04:00:00+00,Ward 8,124,2132,31794,2021/01/20 16:15:05+00,2218
2020/09/07 04:00:00+00,Ward 8,124,2140,32011,2021/01/20 16:15:05+00,2219
2020/09/08 04:00:00+00,Ward 8,124,2144,32179,2021/01/20 16:15:05+00,2220
2020/09/09 04:00:00+00,Ward 8,124,2147,32328,2021/01/20 16:15:05+00,2221
2020/09/10 04:00:00+00,Ward 8,124,2161,32620,2021/01/20 16:15:05+00,2222
2020/09/11 04:00:00+00,Ward 8,124,2170,32936,2021/01/20 16:15:05+00,2223
2020/09/12 04:00:00+00,Ward 8,124,2169,33099,2021/01/20 16:15:05+00,2224
2020/09/13 04:00:00+00,Ward 8,124,2170,33192,2021/01/20 16:15:05+00,2225
2020/09/14 04:00:00+00,Ward 8,124,2176,33504,2021/01/20 16:15:05+00,2226
2020/09/15 04:00:00+00,Ward 8,124,2184,33638,2021/01/20 16:15:05+00,2227
2020/09/16 04:00:00+00,Ward 8,125,2191,33990,2021/01/20 16:15:05+00,2228
