Date,Ward_1_Cases,Ward_2_Cases,Ward_3_Cases,Ward_4_Cases,Ward_5_Cases,Ward_6_Cases,Ward_7_Cases,Ward_8_Cases,Max_Temp,Avg_Temp,Min_Temp,Ward_1_Cases_2M_Avg,Ward_1_Cases_1M_Avg,Ward_2_Cases_2M_Avg,Ward_2_Cases_1M_Avg,Ward_3_Cases_2M_Avg,Ward_3_Cases_1M_Avg,Ward_4_Cases_2M_Avg,Ward_4_Cases_1M_Avg,Ward_5_Cases_2M_Avg,Ward_5_Cases_1M_Avg,Ward_6_Cases_2M_Avg,Ward_6_Cases_1M_Avg,Ward_7_Cases_2M_Avg,Ward_7_Cases_1M_Avg,Ward_8_Cases_2M_Avg,Ward_8_Cases_1M_Avg,Ward_1_Cases_Shift_M,Ward_1_Cases_Shift_2W,Ward_2_Cases_Shift_M,Ward_2_Cases_Shift_2W,Ward_3_Cases_Shift_M,Ward_3_Cases_Shift_2W,Ward_4_Cases_Shift_M,Ward_4_Cases_Shift_2W,Ward_5_Cases_Shift_M,Ward_5_Cases_Shift_2W,Ward_6_Cases_Shift_M,Ward_6_Cases_Shift_2W,Ward_7_Cases_Shift_M,Ward_7_Cases_Shift_2W,Ward_8_Cases_Shift_M,Ward_8_Cases_Shift_2W
2020-04-01,10.0,13.0,3.0,11.0,7.0,11.0,6.0,7.0,56.0,47.6,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,9.0,6.0,4.0,12.0,15.0,18.0,17.0,7.0,63.0,54.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,16.0,13.0,2.0,27.0,24.0,24.0,21.0,18.0,67.0,56.8,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04,7.0,0.0,4.0,10.0,4.0,2.0,13.0,25.0,59.0,54.4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,12.0,15.0,6.0,23.0,10.0,31.0,21.0,7.0,68.0,57.1,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,16.0,10.0,6.0,17.0,14.0,15.0,16.0,20.0,71.0,62.3,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,25.0,17.0,9.0,38.0,29.0,33.0,32.0,40.0,71.0,61.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,12.0,3.0,9.0,21.0,19.0,6.0,33.0,10.0,78.0,66.3,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,11.0,8.0,15.0,23.0,12.0,14.0,19.0,14.0,73.0,59.6,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10,19.0,6.0,11.0,21.0,21.0,11.0,28.0,10.0,53.0,47.3,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,16.0,9.0,4.0,15.0,19.0,15.0,18.0,16.0,63.0,51.8,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,5.0,20.0,3.0,9.0,7.0,7.0,8.0,10.0,72.0,58.6,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,7.0,2.0,3.0,14.0,5.0,2.0,4.0,9.0,80.0,65.5,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,13.0,1.0,12.0,35.0,16.0,8.0,26.0,22.0,59.0,51.8,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,21.0,10.0,8.0,28.0,33.0,15.0,39.0,34.0,53.0,44.1,38.0,,,,,,,,,,,,,,,,,,10.0,,13.0,,3.0,,11.0,,7.0,,11.0,,6.0,,7.0
2020-04-16,18.0,14.0,7.0,34.0,17.0,24.0,21.0,23.0,54.0,47.4,42.0,,,,,,,,,,,,,,,,,,9.0,,6.0,,4.0,,12.0,,15.0,,18.0,,17.0,,7.0
2020-04-17,27.0,8.0,29.0,36.0,22.0,16.0,20.0,23.0,58.0,50.0,39.0,,,,,,,,,,,,,,,,,,16.0,,13.0,,2.0,,27.0,,24.0,,24.0,,21.0,,18.0
2020-04-18,21.0,3.0,6.0,18.0,13.0,2.0,38.0,15.0,55.0,50.4,46.0,,,,,,,,,,,,,,,,,,7.0,,0.0,,4.0,,10.0,,4.0,,2.0,,13.0,,25.0
2020-04-19,14.0,7.0,15.0,22.0,20.0,11.0,14.0,22.0,66.0,53.6,39.0,,,,,,,,,,,,,,,,,,12.0,,15.0,,6.0,,23.0,,10.0,,31.0,,21.0,,7.0
2020-04-20,11.0,3.0,0.0,16.0,21.0,8.0,28.0,69.0,64.0,56.5,53.0,,,,,,,,,,,,,,,,,,16.0,,10.0,,6.0,,17.0,,14.0,,15.0,,16.0,,20.0
2020-04-21,4.0,6.0,0.0,28.0,25.0,13.0,10.0,13.0,68.0,56.8,47.0,,,,,,,,,,,,,,,,,,25.0,,17.0,,9.0,,38.0,,29.0,,33.0,,32.0,,40.0
2020-04-22,17.0,18.0,1.0,19.0,27.0,19.0,16.0,19.0,61.0,50.8,38.0,,,,,,,,,,,,,,,,,,12.0,,3.0,,9.0,,21.0,,19.0,,6.0,,33.0,,10.0
2020-04-23,27.0,0.0,25.0,33.0,32.0,3.0,14.0,21.0,59.0,54.2,50.0,,,,,,,,,,,,,,,,,,11.0,,8.0,,15.0,,23.0,,12.0,,14.0,,19.0,,14.0
2020-04-24,24.0,4.0,6.0,41.0,25.0,5.0,21.0,20.0,59.0,54.7,52.0,,,,,,,,,,,,,,,,,,19.0,,6.0,,11.0,,21.0,,21.0,,11.0,,28.0,,10.0
2020-04-25,17.0,5.0,10.0,27.0,39.0,5.0,27.0,12.0,64.0,54.9,48.0,,,,,,,,,,,,,,,,,,16.0,,9.0,,4.0,,15.0,,19.0,,15.0,,18.0,,16.0
2020-04-26,6.0,0.0,0.0,18.0,19.0,0.0,8.0,5.0,57.0,53.1,50.0,,,,,,,,,,,,,,,,,,5.0,,20.0,,3.0,,9.0,,7.0,,7.0,,8.0,,10.0
2020-04-27,25.0,5.0,0.0,21.0,16.0,0.0,16.0,25.0,59.0,50.3,45.0,,,,,,,,,,,,,,,,,,7.0,,2.0,,3.0,,14.0,,5.0,,2.0,,4.0,,9.0
2020-04-28,28.0,18.0,2.0,25.0,35.0,14.0,36.0,37.0,57.0,51.7,45.0,,,,,,,,,,,,,,,,,,13.0,,1.0,,12.0,,35.0,,16.0,,8.0,,26.0,,22.0
2020-04-29,40.0,7.0,12.0,47.0,24.0,17.0,29.0,35.0,74.0,62.2,48.0,,,,,,,,,,,,,,,,,,21.0,,10.0,,8.0,,28.0,,33.0,,15.0,,39.0,,34.0
2020-04-30,50.0,26.0,12.0,75.0,53.0,18.0,42.0,45.0,68.0,60.9,58.0,,17.6,,8.566666666666666,,7.466666666666667,,25.466666666666665,,20.766666666666666,,12.233333333333333,,21.366666666666667,,21.1,,18.0,,14.0,,7.0,,34.0,,17.0,,24.0,,21.0,,23.0
2020-05-01,28.0,1.0,8.0,40.0,23.0,8.0,10.0,15.0,66.0,58.6,53.0,,18.2,,8.166666666666666,,7.633333333333334,,26.433333333333334,,21.3,,12.133333333333333,,21.5,,21.366666666666667,10.0,27.0,13.0,8.0,3.0,29.0,11.0,36.0,7.0,22.0,11.0,16.0,6.0,20.0,7.0,23.0
2020-05-02,28.0,7.0,9.0,42.0,46.0,13.0,40.0,21.0,72.0,61.6,52.0,,18.833333333333332,,8.2,,7.8,,27.433333333333334,,22.333333333333332,,11.966666666666667,,22.266666666666666,,21.833333333333332,9.0,21.0,6.0,3.0,4.0,6.0,12.0,18.0,15.0,13.0,18.0,2.0,17.0,38.0,7.0,15.0
2020-05-03,19.0,8.0,3.0,49.0,31.0,10.0,18.0,24.0,77.0,66.1,60.0,,18.933333333333334,,8.033333333333333,,7.833333333333333,,28.166666666666668,,22.566666666666666,,11.5,,22.166666666666668,,22.033333333333335,16.0,14.0,13.0,7.0,2.0,15.0,27.0,22.0,24.0,20.0,24.0,11.0,21.0,14.0,18.0,22.0
2020-05-04,26.0,12.0,3.0,29.0,20.0,26.0,22.0,14.0,75.0,66.3,56.0,,19.566666666666666,,8.433333333333334,,7.8,,28.8,,23.1,,12.3,,22.466666666666665,,21.666666666666668,7.0,11.0,0.0,3.0,4.0,0.0,10.0,16.0,4.0,21.0,2.0,8.0,13.0,28.0,25.0,69.0
2020-05-05,16.0,7.0,9.0,35.0,27.0,8.0,11.0,24.0,58.0,53.6,49.0,,19.7,,8.166666666666666,,7.9,,29.2,,23.666666666666668,,11.533333333333333,,22.133333333333333,,22.233333333333334,12.0,4.0,15.0,6.0,6.0,0.0,23.0,28.0,10.0,25.0,31.0,13.0,21.0,10.0,7.0,13.0
2020-05-06,36.0,5.0,6.0,45.0,41.0,15.0,21.0,24.0,57.0,52.0,47.0,,20.366666666666667,,8.0,,7.9,,30.133333333333333,,24.566666666666666,,11.533333333333333,,22.3,,22.366666666666667,16.0,17.0,10.0,18.0,6.0,1.0,17.0,19.0,14.0,27.0,15.0,19.0,16.0,16.0,20.0,19.0
2020-05-07,28.0,15.0,7.0,61.0,43.0,22.0,37.0,31.0,68.0,55.5,45.0,,20.466666666666665,,7.933333333333334,,7.833333333333333,,30.9,,25.033333333333335,,11.166666666666666,,22.466666666666665,,22.066666666666666,25.0,27.0,17.0,0.0,9.0,25.0,38.0,33.0,29.0,32.0,33.0,3.0,32.0,14.0,40.0,21.0
2020-05-08,35.0,5.0,4.0,53.0,41.0,14.0,22.0,32.0,68.0,55.8,42.0,,21.233333333333334,,8.0,,7.666666666666667,,31.966666666666665,,25.766666666666666,,11.433333333333334,,22.1,,22.8,12.0,24.0,3.0,4.0,9.0,6.0,21.0,41.0,19.0,25.0,6.0,5.0,33.0,21.0,10.0,20.0
2020-05-09,26.0,6.0,4.0,38.0,22.0,12.0,28.0,26.0,51.0,44.3,37.0,,21.733333333333334,,7.933333333333334,,7.3,,32.46666666666667,,26.1,,11.366666666666667,,22.4,,23.2,11.0,17.0,8.0,5.0,15.0,10.0,23.0,27.0,12.0,39.0,14.0,5.0,19.0,27.0,14.0,12.0
2020-05-10,16.0,9.0,3.0,34.0,15.0,6.0,20.0,11.0,65.0,53.0,38.0,,21.633333333333333,,8.033333333333333,,7.033333333333333,,32.9,,25.9,,11.2,,22.133333333333333,,23.233333333333334,19.0,6.0,6.0,0.0,11.0,0.0,21.0,18.0,21.0,19.0,11.0,0.0,28.0,8.0,10.0,5.0
2020-05-11,21.0,8.0,3.0,23.0,9.0,8.0,13.0,10.0,62.0,54.7,49.0,,21.8,,8.0,,7.0,,33.166666666666664,,25.566666666666666,,10.966666666666667,,21.966666666666665,,23.033333333333335,16.0,25.0,9.0,5.0,4.0,0.0,15.0,21.0,19.0,16.0,15.0,0.0,18.0,16.0,16.0,25.0
2020-05-12,8.0,3.0,4.0,30.0,15.0,6.0,17.0,16.0,63.0,53.5,44.0,,21.9,,7.433333333333334,,7.033333333333333,,33.86666666666667,,25.833333333333332,,10.933333333333334,,22.266666666666666,,23.233333333333334,5.0,28.0,20.0,18.0,3.0,2.0,9.0,25.0,7.0,35.0,7.0,14.0,8.0,36.0,10.0,37.0
2020-05-13,28.0,0.0,5.0,49.0,22.0,8.0,19.0,12.0,70.0,58.3,45.0,,22.6,,7.366666666666666,,7.1,,35.03333333333333,,26.4,,11.133333333333333,,22.766666666666666,,23.333333333333332,7.0,40.0,2.0,7.0,3.0,12.0,14.0,47.0,5.0,24.0,2.0,17.0,4.0,29.0,9.0,35.0
2020-05-14,16.0,5.0,2.0,32.0,16.0,11.0,10.0,40.0,70.0,61.4,52.0,,22.7,,7.5,,6.766666666666667,,34.93333333333333,,26.4,,11.233333333333333,,22.233333333333334,,23.933333333333334,13.0,50.0,1.0,26.0,12.0,12.0,35.0,75.0,16.0,53.0,8.0,18.0,26.0,42.0,22.0,45.0
2020-05-15,27.0,7.0,4.0,41.0,17.0,9.0,27.0,33.0,85.0,73.5,62.0,,22.9,,7.4,,6.633333333333334,,35.36666666666667,,25.866666666666667,,11.033333333333333,,21.833333333333332,,23.9,21.0,28.0,10.0,1.0,8.0,8.0,28.0,40.0,33.0,23.0,15.0,8.0,39.0,10.0,34.0,15.0
2020-05-16,11.0,4.0,6.0,13.0,24.0,2.0,14.0,5.0,83.0,73.9,66.0,,22.666666666666668,,7.066666666666666,,6.6,,34.666666666666664,,26.1,,10.3,,21.6,,23.3,18.0,28.0,14.0,7.0,7.0,9.0,34.0,42.0,17.0,46.0,24.0,13.0,21.0,40.0,23.0,21.0
2020-05-17,23.0,7.0,3.0,34.0,22.0,6.0,28.0,25.0,68.0,64.8,61.0,,22.533333333333335,,7.033333333333333,,5.733333333333333,,34.6,,26.1,,9.966666666666667,,21.866666666666667,,23.366666666666667,27.0,19.0,8.0,8.0,29.0,3.0,36.0,49.0,22.0,31.0,16.0,10.0,20.0,18.0,23.0,24.0
2020-05-18,38.0,13.0,3.0,31.0,24.0,5.0,22.0,14.0,68.0,61.9,57.0,,23.1,,7.366666666666666,,5.633333333333334,,35.03333333333333,,26.466666666666665,,10.066666666666666,,21.333333333333332,,23.333333333333332,21.0,26.0,3.0,12.0,6.0,3.0,18.0,29.0,13.0,20.0,2.0,26.0,38.0,22.0,15.0,14.0
2020-05-19,9.0,3.0,2.0,41.0,20.0,5.0,11.0,24.0,69.0,61.8,57.0,,22.933333333333334,,7.233333333333333,,5.2,,35.666666666666664,,26.466666666666665,,9.866666666666667,,21.233333333333334,,23.4,14.0,16.0,7.0,7.0,15.0,9.0,22.0,35.0,20.0,27.0,11.0,8.0,14.0,11.0,22.0,24.0
2020-05-20,39.0,9.0,3.0,73.0,27.0,18.0,43.0,23.0,64.0,57.1,52.0,,23.866666666666667,,7.433333333333334,,5.3,,37.56666666666667,,26.666666666666668,,10.2,,21.733333333333334,,21.866666666666667,11.0,36.0,3.0,5.0,0.0,6.0,16.0,45.0,21.0,41.0,8.0,15.0,28.0,21.0,69.0,24.0
2020-05-21,24.0,9.0,8.0,15.0,21.0,2.0,13.0,11.0,71.0,60.3,51.0,,24.533333333333335,,7.533333333333333,,5.566666666666666,,37.13333333333333,,26.533333333333335,,9.833333333333334,,21.833333333333332,,21.8,4.0,28.0,6.0,15.0,0.0,7.0,28.0,61.0,25.0,43.0,13.0,22.0,10.0,37.0,13.0,31.0
2020-05-22,10.0,8.0,3.0,9.0,17.0,5.0,12.0,8.0,77.0,66.0,60.0,,24.3,,7.2,,5.633333333333334,,36.8,,26.2,,9.366666666666667,,21.7,,21.433333333333334,17.0,35.0,18.0,5.0,1.0,4.0,19.0,53.0,27.0,41.0,19.0,14.0,16.0,22.0,19.0,32.0
2020-05-23,20.0,14.0,8.0,41.0,28.0,5.0,9.0,16.0,83.0,72.1,64.0,,24.066666666666666,,7.666666666666667,,5.066666666666666,,37.06666666666667,,26.066666666666666,,9.433333333333334,,21.533333333333335,,21.266666666666666,27.0,26.0,0.0,6.0,25.0,4.0,33.0,38.0,32.0,22.0,3.0,12.0,14.0,28.0,21.0,26.0
2020-05-24,19.0,8.0,4.0,30.0,16.0,13.0,12.0,11.0,70.0,64.7,60.0,,23.9,,7.8,,5.0,,36.7,,25.766666666666666,,9.7,,21.233333333333334,,20.966666666666665,24.0,16.0,4.0,9.0,6.0,3.0,41.0,34.0,25.0,15.0,5.0,6.0,21.0,20.0,20.0,11.0
2020-05-25,22.0,18.0,2.0,22.0,17.0,4.0,14.0,9.0,78.0,67.3,62.0,,24.066666666666666,,8.233333333333333,,4.733333333333333,,36.53333333333333,,25.033333333333335,,9.666666666666666,,20.8,,20.866666666666667,17.0,21.0,5.0,8.0,10.0,3.0,27.0,23.0,39.0,9.0,5.0,8.0,27.0,13.0,12.0,10.0
2020-05-26,12.0,1.0,1.0,12.0,12.0,4.0,10.0,18.0,79.0,70.7,62.0,,24.266666666666666,,8.266666666666667,,4.766666666666667,,36.333333333333336,,24.8,,9.8,,20.866666666666667,,21.3,6.0,8.0,0.0,3.0,0.0,4.0,18.0,30.0,19.0,15.0,0.0,6.0,8.0,17.0,5.0,16.0
2020-05-27,10.0,2.0,2.0,14.0,12.0,9.0,15.0,17.0,80.0,72.4,66.0,,23.766666666666666,,8.166666666666666,,4.833333333333333,,36.1,,24.666666666666668,,10.1,,20.833333333333332,,21.033333333333335,25.0,28.0,5.0,0.0,0.0,5.0,21.0,49.0,16.0,22.0,0.0,8.0,16.0,19.0,25.0,12.0
2020-05-28,10.0,1.0,3.0,10.0,4.0,7.0,5.0,5.0,79.0,75.1,72.0,,23.166666666666668,,7.6,,4.866666666666666,,35.6,,23.633333333333333,,9.866666666666667,,19.8,,19.966666666666665,28.0,16.0,18.0,5.0,2.0,2.0,25.0,32.0,35.0,16.0,14.0,11.0,36.0,10.0,37.0,40.0
2020-05-29,23.0,0.0,0.0,33.0,20.0,21.0,45.0,46.0,86.0,78.3,74.0,,22.6,,7.366666666666666,,4.466666666666667,,35.13333333333333,,23.5,,10.0,,20.333333333333332,,20.333333333333332,40.0,27.0,7.0,7.0,12.0,4.0,47.0,41.0,24.0,17.0,17.0,9.0,29.0,27.0,35.0,33.0
2020-05-30,8.0,0.0,1.0,12.0,13.0,5.0,16.0,17.0,83.0,75.6,69.0,19.4,21.2,7.533333333333333,6.5,5.783333333333333,4.1,29.25,33.03333333333333,21.466666666666665,22.166666666666668,10.9,9.566666666666666,20.416666666666668,19.466666666666665,20.25,19.4,50.0,11.0,26.0,4.0,12.0,6.0,75.0,13.0,53.0,24.0,18.0,2.0,42.0,14.0,45.0,5.0
2020-05-31,8.0,2.0,2.0,6.0,12.0,2.0,11.0,10.0,75.0,68.6,61.0,19.366666666666667,20.533333333333335,7.35,6.533333333333333,5.766666666666667,3.9,29.166666666666668,31.9,21.55,21.8,10.75,9.366666666666667,20.5,19.5,20.3,19.233333333333334,28.0,23.0,1.0,7.0,8.0,3.0,40.0,34.0,23.0,22.0,8.0,6.0,10.0,28.0,15.0,25.0
2020-06-01,6.0,0.0,1.0,6.0,3.0,1.0,2.0,9.0,75.0,65.7,56.0,19.316666666666666,19.8,7.25,6.3,5.716666666666667,3.6333333333333333,29.066666666666666,30.7,21.35,20.366666666666667,10.466666666666667,8.966666666666667,20.25,18.233333333333334,20.333333333333332,18.833333333333332,28.0,38.0,7.0,13.0,9.0,3.0,42.0,31.0,46.0,24.0,13.0,5.0,40.0,22.0,21.0,14.0
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,67.3,58.0,19.05,19.166666666666668,7.033333333333333,6.033333333333333,5.683333333333334,3.533333333333333,28.616666666666667,29.066666666666666,20.95,19.333333333333332,10.066666666666666,8.633333333333333,19.9,17.633333333333333,20.033333333333335,18.033333333333335,19.0,9.0,8.0,3.0,3.0,2.0,49.0,41.0,31.0,20.0,10.0,5.0,18.0,11.0,24.0,24.0
2020-06-03,45.0,8.0,8.0,61.0,21.0,16.0,19.0,45.0,92.0,80.6,68.0,19.683333333333334,19.8,7.166666666666667,5.9,5.75,3.7,29.466666666666665,30.133333333333333,21.233333333333334,19.366666666666667,10.3,8.3,20.0,17.533333333333335,20.366666666666667,19.066666666666666,26.0,39.0,12.0,9.0,3.0,3.0,29.0,73.0,20.0,27.0,26.0,18.0,22.0,43.0,14.0,23.0
2020-06-04,14.0,3.0,4.0,13.0,14.0,8.0,8.0,17.0,91.0,79.1,72.0,19.716666666666665,19.733333333333334,6.966666666666667,5.766666666666667,5.716666666666667,3.533333333333333,29.3,29.4,21.3,18.933333333333334,9.916666666666666,8.3,19.783333333333335,17.433333333333334,20.533333333333335,18.833333333333332,16.0,24.0,7.0,9.0,9.0,8.0,35.0,15.0,27.0,21.0,8.0,2.0,11.0,13.0,24.0,11.0
2020-06-05,11.0,1.0,3.0,17.0,6.0,5.0,10.0,14.0,87.0,75.0,71.0,19.633333333333333,18.9,6.816666666666666,5.633333333333334,5.666666666666667,3.433333333333333,29.3,28.466666666666665,21.166666666666668,17.766666666666666,9.75,7.966666666666667,19.683333333333334,17.066666666666666,20.433333333333334,18.5,36.0,10.0,5.0,8.0,6.0,3.0,45.0,9.0,41.0,17.0,15.0,5.0,21.0,12.0,24.0,8.0
2020-06-06,7.0,2.0,2.0,12.0,8.0,8.0,10.0,13.0,91.0,80.5,72.0,19.333333333333332,18.2,6.566666666666666,5.2,5.55,3.2666666666666666,28.866666666666667,26.833333333333332,20.816666666666666,16.6,9.333333333333334,7.5,19.316666666666666,16.166666666666668,19.983333333333334,17.9,28.0,20.0,15.0,14.0,7.0,8.0,61.0,41.0,43.0,28.0,22.0,5.0,37.0,9.0,31.0,16.0
2020-06-07,15.0,0.0,1.0,9.0,5.0,3.0,6.0,12.0,81.0,75.7,68.0,19.383333333333333,17.533333333333335,6.516666666666667,5.033333333333333,5.416666666666667,3.1666666666666665,28.666666666666668,25.366666666666667,20.583333333333332,15.4,9.283333333333333,7.133333333333334,18.866666666666667,15.633333333333333,20.016666666666666,17.233333333333334,35.0,19.0,5.0,8.0,4.0,4.0,53.0,30.0,41.0,16.0,14.0,13.0,22.0,12.0,32.0,11.0
2020-06-08,8.0,4.0,5.0,20.0,9.0,7.0,12.0,15.0,82.0,73.7,64.0,19.333333333333332,16.933333333333334,6.45,4.966666666666667,5.25,3.2,28.616666666666667,24.766666666666666,20.533333333333335,14.966666666666667,9.166666666666666,6.966666666666667,18.75,15.1,20.033333333333335,16.866666666666667,26.0,22.0,6.0,18.0,4.0,2.0,38.0,22.0,22.0,17.0,12.0,4.0,28.0,14.0,26.0,9.0
2020-06-09,9.0,1.0,3.0,15.0,5.0,12.0,8.0,8.0,88.0,78.4,67.0,19.166666666666668,16.7,6.366666666666666,4.7,5.116666666666666,3.2,28.516666666666666,24.133333333333333,20.266666666666666,14.633333333333333,9.183333333333334,7.166666666666667,18.416666666666668,14.7,20.0,16.766666666666666,16.0,12.0,9.0,1.0,3.0,1.0,34.0,12.0,15.0,12.0,6.0,4.0,20.0,10.0,11.0,18.0
2020-06-10,2.0,2.0,6.0,10.0,10.0,4.0,4.0,11.0,89.0,82.6,76.0,18.933333333333334,16.066666666666666,6.25,4.5,5.15,3.3,28.433333333333334,23.7,20.116666666666667,14.666666666666666,9.0,7.033333333333333,18.183333333333334,14.4,19.916666666666668,16.8,21.0,10.0,8.0,2.0,3.0,2.0,23.0,14.0,9.0,12.0,8.0,9.0,13.0,15.0,10.0,17.0
2020-06-11,18.0,2.0,1.0,10.0,11.0,7.0,8.0,8.0,86.0,78.8,74.0,19.15,16.4,5.95,4.466666666666667,5.116666666666666,3.2,28.45,23.033333333333335,20.183333333333334,14.533333333333333,9.0,7.066666666666666,18.183333333333334,14.1,19.883333333333333,16.533333333333335,8.0,10.0,3.0,1.0,4.0,3.0,30.0,10.0,15.0,4.0,6.0,7.0,17.0,5.0,16.0,5.0
2020-06-12,12.0,1.0,1.0,12.0,3.0,5.0,12.0,6.0,87.0,79.1,69.0,19.233333333333334,15.866666666666667,5.933333333333334,4.5,5.083333333333333,3.066666666666667,28.416666666666668,21.8,20.15,13.9,9.05,6.966666666666667,18.316666666666666,13.866666666666667,19.833333333333332,16.333333333333332,28.0,23.0,0.0,0.0,5.0,0.0,49.0,33.0,22.0,20.0,8.0,21.0,19.0,45.0,12.0,46.0
2020-06-13,6.0,4.0,0.0,16.0,6.0,2.0,12.0,13.0,79.0,72.8,65.0,19.116666666666667,15.533333333333333,5.983333333333333,4.466666666666667,4.883333333333334,3.0,28.1,21.266666666666666,19.983333333333334,13.566666666666666,8.95,6.666666666666667,18.083333333333332,13.933333333333334,19.683333333333334,15.433333333333334,16.0,8.0,5.0,0.0,2.0,1.0,32.0,12.0,16.0,13.0,11.0,5.0,10.0,16.0,40.0,17.0
2020-06-14,5.0,3.0,1.0,5.0,4.0,4.0,2.0,8.0,78.0,70.2,63.0,18.85,14.8,5.866666666666666,4.333333333333333,4.766666666666667,2.9,27.716666666666665,20.066666666666666,19.5,13.133333333333333,8.766666666666667,6.5,17.466666666666665,13.1,19.25,14.6,27.0,8.0,7.0,2.0,4.0,2.0,41.0,6.0,17.0,12.0,9.0,2.0,27.0,11.0,33.0,10.0
2020-06-15,5.0,4.0,0.0,12.0,5.0,4.0,4.0,2.0,77.0,70.1,63.0,18.633333333333333,14.6,5.7,4.333333333333333,4.65,2.7,27.35,20.033333333333335,19.3,12.5,8.433333333333334,6.566666666666666,17.183333333333334,12.766666666666667,18.9,14.5,11.0,6.0,4.0,0.0,6.0,1.0,13.0,6.0,24.0,3.0,2.0,1.0,14.0,2.0,5.0,9.0
2020-06-16,3.0,1.0,2.0,8.0,3.0,5.0,2.0,4.0,78.0,70.1,65.0,18.233333333333334,13.933333333333334,5.583333333333333,4.133333333333334,4.2,2.6666666666666665,26.883333333333333,19.166666666666668,18.983333333333334,11.866666666666667,8.25,6.533333333333333,16.883333333333333,11.9,18.583333333333332,13.8,23.0,0.0,7.0,0.0,3.0,0.0,34.0,0.0,22.0,0.0,6.0,0.0,28.0,0.0,25.0,0.0
2020-06-17,6.0,1.0,5.0,6.0,9.0,6.0,8.0,12.0,72.0,68.6,65.0,17.983333333333334,12.866666666666667,5.55,3.7333333333333334,4.183333333333334,2.7333333333333334,26.683333333333334,18.333333333333332,18.916666666666668,11.366666666666667,8.316666666666666,6.566666666666666,16.383333333333333,11.433333333333334,18.533333333333335,13.733333333333333,38.0,45.0,13.0,8.0,3.0,8.0,31.0,61.0,24.0,21.0,5.0,16.0,22.0,19.0,14.0,45.0
2020-06-18,5.0,4.0,3.0,13.0,4.0,4.0,9.0,6.0,81.0,71.9,68.0,17.833333333333332,12.733333333333333,5.5,3.7666666666666666,3.9833333333333334,2.7666666666666666,26.533333333333335,17.4,18.65,10.833333333333334,8.2,6.533333333333333,16.3,11.366666666666667,18.266666666666666,13.133333333333333,9.0,14.0,3.0,3.0,2.0,4.0,41.0,13.0,20.0,14.0,5.0,8.0,11.0,8.0,24.0,17.0
2020-06-19,5.0,1.0,0.0,9.0,5.0,2.0,3.0,6.0,82.0,75.3,69.0,17.733333333333334,11.6,5.466666666666667,3.5,3.9833333333333334,2.6666666666666665,26.416666666666668,15.266666666666667,18.383333333333333,10.1,8.1,6.0,15.883333333333333,10.033333333333333,17.216666666666665,12.566666666666666,39.0,11.0,9.0,1.0,3.0,3.0,73.0,17.0,27.0,6.0,18.0,5.0,43.0,10.0,23.0,14.0
2020-06-20,12.0,0.0,1.0,8.0,6.0,5.0,1.0,2.0,79.0,73.0,69.0,17.866666666666667,11.2,5.366666666666666,3.2,4.0,2.433333333333333,26.083333333333332,15.033333333333333,18.066666666666666,9.6,7.966666666666667,6.1,15.733333333333333,9.633333333333333,17.033333333333335,12.266666666666667,24.0,7.0,9.0,2.0,8.0,2.0,15.0,12.0,21.0,8.0,2.0,8.0,13.0,10.0,11.0,13.0
2020-06-21,4.0,2.0,1.0,5.0,4.0,12.0,3.0,6.0,85.0,75.8,70.0,17.65,11.0,5.1,3.0,4.0,2.3666666666666667,25.85,14.9,17.683333333333334,9.166666666666666,7.85,6.333333333333333,15.516666666666667,9.333333333333334,16.816666666666666,12.2,10.0,15.0,8.0,0.0,3.0,1.0,9.0,9.0,17.0,5.0,5.0,3.0,12.0,6.0,8.0,12.0
