Date,Ward_1_Cases,Ward_2_Cases,Ward_3_Cases,Ward_4_Cases,Ward_5_Cases,Ward_6_Cases,Ward_7_Cases,Ward_8_Cases,Max_Temp,Avg_Temp,Min_Temp,Ward_1_Cases_2M_Avg,Ward_1_Cases_1M_Avg,Ward_2_Cases_2M_Avg,Ward_2_Cases_1M_Avg,Ward_3_Cases_2M_Avg,Ward_3_Cases_1M_Avg,Ward_4_Cases_2M_Avg,Ward_4_Cases_1M_Avg,Ward_5_Cases_2M_Avg,Ward_5_Cases_1M_Avg,Ward_6_Cases_2M_Avg,Ward_6_Cases_1M_Avg,Ward_7_Cases_2M_Avg,Ward_7_Cases_1M_Avg,Ward_8_Cases_2M_Avg,Ward_8_Cases_1M_Avg,Ward_1_Cases_Shift_M,Ward_1_Cases_Shift_2W,Ward_2_Cases_Shift_M,Ward_2_Cases_Shift_2W,Ward_3_Cases_Shift_M,Ward_3_Cases_Shift_2W,Ward_4_Cases_Shift_M,Ward_4_Cases_Shift_2W,Ward_5_Cases_Shift_M,Ward_5_Cases_Shift_2W,Ward_6_Cases_Shift_M,Ward_6_Cases_Shift_2W,Ward_7_Cases_Shift_M,Ward_7_Cases_Shift_2W,Ward_8_Cases_Shift_M,Ward_8_Cases_Shift_2W
2020-11-09,7.0,12.0,9.0,13.0,5.0,22.0,6.0,11.0,74.0,60.3,53.0,8.416666666666666,11.0,6.05,7.566666666666666,4.016666666666667,4.7,9.383333333333333,11.533333333333333,10.616666666666667,9.666666666666666,8.283333333333333,10.966666666666667,6.366666666666666,7.466666666666667,6.55,8.066666666666666,15.0,15.0,2.0,13.0,0.0,6.0,13.0,11.0,10.0,12.0,5.0,20.0,6.0,6.0,12.0,11.0
2020-11-10,13.0,16.0,23.0,34.0,30.0,35.0,25.0,25.0,75.0,63.7,54.0,8.466666666666667,11.333333333333334,6.166666666666667,7.766666666666667,4.283333333333333,5.366666666666666,9.766666666666667,12.333333333333334,10.966666666666667,10.433333333333334,8.8,12.0,6.783333333333333,8.3,6.816666666666666,8.866666666666667,3.0,12.0,10.0,8.0,3.0,4.0,10.0,9.0,7.0,10.0,4.0,10.0,0.0,7.0,1.0,5.0
2020-11-11,13.0,16.0,5.0,13.0,24.0,30.0,13.0,13.0,70.0,66.9,62.0,8.666666666666666,11.666666666666666,6.366666666666666,8.3,4.333333333333333,5.533333333333333,9.883333333333333,12.366666666666667,11.2,11.0,9.2,12.833333333333334,6.816666666666666,8.6,7.033333333333333,8.9,3.0,22.0,0.0,6.0,0.0,2.0,12.0,14.0,7.0,13.0,5.0,19.0,4.0,13.0,12.0,13.0
2020-11-12,16.0,21.0,12.0,23.0,14.0,27.0,21.0,19.0,68.0,59.9,51.0,8.9,11.9,6.633333333333334,8.966666666666667,4.516666666666667,5.733333333333333,10.15,12.733333333333333,11.266666666666667,11.3,9.6,13.433333333333334,7.133333333333334,8.833333333333334,7.35,9.4,9.0,17.0,1.0,7.0,6.0,5.0,12.0,9.0,5.0,5.0,9.0,13.0,14.0,3.0,4.0,10.0
2020-11-13,17.0,24.0,6.0,19.0,26.0,41.0,21.0,22.0,61.0,54.0,49.0,9.083333333333334,12.366666666666667,6.966666666666667,9.733333333333333,4.533333333333333,5.866666666666666,10.35,13.166666666666666,11.516666666666667,11.9,10.033333333333333,14.7,7.316666666666666,9.5,7.616666666666666,9.866666666666667,3.0,15.0,1.0,12.0,2.0,7.0,6.0,15.0,8.0,9.0,3.0,17.0,1.0,17.0,8.0,24.0
2020-11-14,21.0,19.0,8.0,30.0,21.0,33.0,14.0,12.0,61.0,52.0,42.0,9.383333333333333,12.533333333333333,7.133333333333334,10.266666666666667,4.566666666666666,5.833333333333333,10.7,13.966666666666667,11.7,11.866666666666667,10.466666666666667,15.566666666666666,7.5,9.433333333333334,7.683333333333334,10.2,16.0,21.0,3.0,8.0,9.0,3.0,6.0,15.0,22.0,18.0,7.0,10.0,16.0,12.0,2.0,12.0
2020-11-15,8.0,9.0,3.0,10.0,16.0,21.0,12.0,8.0,71.0,58.2,49.0,9.333333333333334,11.9,7.166666666666667,10.433333333333334,4.55,5.866666666666666,10.833333333333334,13.966666666666667,11.85,12.066666666666666,10.783333333333333,16.0,7.6,9.5,7.7,10.233333333333333,27.0,9.0,4.0,8.0,2.0,2.0,10.0,21.0,10.0,8.0,8.0,4.0,10.0,11.0,7.0,7.0
2020-11-16,30.0,26.0,15.0,32.0,45.0,43.0,23.0,29.0,62.0,54.5,50.0,9.683333333333334,12.9,7.533333333333333,11.133333333333333,4.683333333333334,6.366666666666666,11.233333333333333,14.666666666666666,12.3,13.266666666666667,11.45,17.166666666666668,7.816666666666666,10.233333333333333,8.15,11.166666666666666,0.0,14.0,5.0,8.0,0.0,11.0,11.0,11.0,9.0,8.0,8.0,15.0,1.0,12.0,1.0,4.0
2020-11-17,21.0,17.0,9.0,19.0,26.0,28.0,21.0,11.0,57.0,46.4,39.0,9.933333333333334,13.366666666666667,7.65,11.7,4.8,6.6,11.35,15.033333333333333,12.566666666666666,14.033333333333333,11.833333333333334,18.0,8.166666666666666,10.933333333333334,8.283333333333333,11.466666666666667,7.0,11.0,0.0,15.0,2.0,5.0,8.0,10.0,3.0,6.0,3.0,14.0,0.0,7.0,2.0,8.0
2020-11-18,21.0,22.0,15.0,31.0,26.0,40.0,24.0,32.0,45.0,39.6,35.0,10.25,13.933333333333334,7.95,12.2,4.85,6.966666666666667,11.75,15.8,12.866666666666667,14.566666666666666,12.4,19.033333333333335,8.433333333333334,11.566666666666666,8.716666666666667,12.433333333333334,4.0,5.0,7.0,10.0,4.0,2.0,8.0,17.0,10.0,13.0,9.0,8.0,5.0,10.0,3.0,13.0
2020-11-19,15.0,15.0,1.0,15.0,21.0,21.0,15.0,17.0,52.0,43.4,32.0,10.416666666666666,14.366666666666667,8.2,12.666666666666666,4.866666666666666,6.8,11.966666666666667,16.033333333333335,13.1,15.1,12.716666666666667,19.533333333333335,8.583333333333334,11.966666666666667,8.966666666666667,12.833333333333334,2.0,30.0,1.0,17.0,6.0,8.0,8.0,13.0,5.0,13.0,6.0,17.0,3.0,7.0,5.0,6.0
2020-11-20,20.0,17.0,6.0,22.0,19.0,31.0,26.0,12.0,63.0,51.3,43.0,10.666666666666666,14.633333333333333,8.45,13.0,4.9,6.966666666666667,12.233333333333333,16.7,13.3,15.5,13.1,20.333333333333332,8.916666666666666,12.7,9.1,13.066666666666666,12.0,1.0,7.0,17.0,1.0,8.0,2.0,19.0,7.0,16.0,7.0,14.0,4.0,9.0,5.0,14.0
2020-11-21,16.0,15.0,14.0,26.0,25.0,28.0,31.0,27.0,64.0,55.2,46.0,10.933333333333334,14.9,8.65,13.333333333333334,5.1,7.333333333333333,12.55,17.0,13.566666666666666,15.9,13.55,20.933333333333334,9.416666666666666,13.533333333333333,9.5,13.666666666666666,8.0,18.0,5.0,19.0,3.0,11.0,17.0,11.0,13.0,11.0,10.0,17.0,6.0,9.0,9.0,11.0
2020-11-22,21.0,22.0,17.0,11.0,19.0,20.0,11.0,13.0,58.0,55.1,51.0,11.183333333333334,15.2,8.933333333333334,13.9,5.316666666666666,7.7,12.566666666666666,17.0,13.683333333333334,16.033333333333335,13.8,20.966666666666665,9.533333333333333,13.533333333333333,9.633333333333333,13.7,12.0,10.0,5.0,6.0,6.0,8.0,11.0,17.0,15.0,12.0,19.0,17.0,11.0,5.0,12.0,11.0
2020-11-23,11.0,19.0,8.0,13.0,18.0,19.0,19.0,8.0,59.0,52.0,45.0,11.316666666666666,15.2,9.083333333333334,14.2,5.4,7.8,12.666666666666666,17.1,13.766666666666667,16.4,13.95,21.366666666666667,9.783333333333333,13.833333333333334,9.683333333333334,13.933333333333334,11.0,7.0,10.0,12.0,5.0,9.0,10.0,13.0,7.0,5.0,7.0,22.0,10.0,6.0,1.0,11.0
2020-11-24,11.0,8.0,5.0,15.0,14.0,24.0,13.0,16.0,52.0,46.2,39.0,11.283333333333333,15.366666666666667,9.15,14.4,5.45,7.933333333333334,12.766666666666667,17.266666666666666,13.816666666666666,16.766666666666666,14.25,21.933333333333334,9.95,14.1,9.866666666666667,14.133333333333333,6.0,13.0,2.0,16.0,1.0,23.0,10.0,34.0,3.0,30.0,7.0,35.0,5.0,25.0,10.0,25.0
2020-11-25,32.0,21.0,7.0,24.0,20.0,36.0,38.0,52.0,56.0,50.7,45.0,11.733333333333333,15.933333333333334,9.483333333333333,14.666666666666666,5.533333333333333,7.966666666666667,13.166666666666666,17.7,13.966666666666667,17.033333333333335,14.816666666666666,22.466666666666665,10.533333333333333,15.166666666666666,10.633333333333333,15.5,15.0,13.0,13.0,16.0,6.0,5.0,11.0,13.0,12.0,24.0,20.0,30.0,6.0,13.0,11.0,13.0
2020-11-26,26.0,23.0,10.0,30.0,22.0,27.0,32.0,23.0,67.0,58.9,51.0,12.15,16.4,9.85,15.166666666666666,5.683333333333334,8.166666666666666,13.666666666666666,18.4,14.3,17.433333333333334,15.216666666666667,23.033333333333335,11.0,16.0,11.0,16.1,12.0,16.0,8.0,21.0,4.0,12.0,9.0,23.0,10.0,14.0,10.0,27.0,7.0,21.0,5.0,19.0
2020-11-27,39.0,40.0,30.0,55.0,57.0,41.0,52.0,36.0,61.0,56.5,52.0,12.733333333333333,16.966666666666665,10.466666666666667,16.3,6.15,9.1,14.516666666666667,19.766666666666666,15.15,18.9,15.816666666666666,23.766666666666666,11.766666666666667,17.3,11.5,16.866666666666667,22.0,17.0,6.0,24.0,2.0,6.0,14.0,19.0,13.0,26.0,19.0,41.0,13.0,21.0,13.0,22.0
2020-11-28,10.0,11.0,11.0,30.0,17.0,21.0,21.0,15.0,61.0,52.5,46.0,12.816666666666666,16.733333333333334,10.583333333333334,16.433333333333334,6.283333333333333,9.3,14.966666666666667,20.466666666666665,15.383333333333333,19.3,16.133333333333333,24.033333333333335,12.05,17.9,11.733333333333333,17.033333333333335,17.0,21.0,7.0,19.0,5.0,8.0,9.0,30.0,5.0,21.0,13.0,33.0,3.0,14.0,10.0,12.0
2020-11-29,17.0,6.0,9.0,16.0,13.0,12.0,15.0,13.0,57.0,48.3,38.0,13.05,16.8,10.633333333333333,16.233333333333334,6.383333333333334,9.366666666666667,15.2,20.5,15.433333333333334,19.433333333333334,16.233333333333334,23.866666666666667,12.283333333333333,17.833333333333332,11.883333333333333,16.666666666666668,15.0,8.0,12.0,9.0,7.0,3.0,15.0,10.0,9.0,16.0,17.0,21.0,17.0,12.0,24.0,8.0
2020-11-30,17.0,10.0,13.0,13.0,17.0,24.0,26.0,13.0,64.0,58.2,49.0,13.333333333333334,16.666666666666668,10.7,16.3,6.533333333333333,9.7,15.25,20.433333333333334,15.333333333333334,19.4,16.5,24.333333333333332,12.566666666666666,18.3,12.033333333333333,16.7,21.0,30.0,8.0,26.0,3.0,15.0,15.0,32.0,18.0,45.0,10.0,43.0,12.0,23.0,12.0,29.0
2020-12-01,17.0,16.0,12.0,24.0,19.0,24.0,21.0,19.0,49.0,44.3,40.0,13.516666666666667,16.933333333333334,10.933333333333334,16.566666666666666,6.683333333333334,10.033333333333333,15.55,20.533333333333335,15.35,19.766666666666666,16.85,25.0,12.85,18.633333333333333,12.233333333333333,17.1,9.0,21.0,8.0,17.0,2.0,9.0,21.0,19.0,8.0,26.0,4.0,28.0,11.0,21.0,7.0,11.0
2020-12-02,31.0,24.0,13.0,42.0,56.0,57.0,50.0,42.0,50.0,42.3,36.0,14.033333333333333,17.5,11.15,17.1,6.85,10.1,16.066666666666666,21.566666666666666,15.983333333333333,21.366666666666667,17.75,26.4,13.683333333333334,19.9,12.9,18.366666666666667,14.0,21.0,8.0,22.0,11.0,15.0,11.0,31.0,8.0,26.0,15.0,40.0,12.0,24.0,4.0,32.0
2020-12-03,40.0,30.0,11.0,33.0,50.0,51.0,49.0,32.0,54.0,44.1,33.0,14.583333333333334,18.466666666666665,11.65,17.6,7.033333333333333,10.3,16.616666666666667,22.333333333333332,16.616666666666667,22.833333333333332,18.55,27.633333333333333,14.466666666666667,21.3,13.416666666666666,19.166666666666668,11.0,15.0,15.0,15.0,5.0,1.0,10.0,15.0,6.0,21.0,14.0,21.0,7.0,15.0,8.0,17.0
2020-12-04,47.0,39.0,27.0,55.0,63.0,57.0,56.0,45.0,53.0,49.3,47.0,15.033333333333333,19.866666666666667,12.3,18.566666666666666,7.416666666666667,11.133333333333333,17.266666666666666,23.6,17.333333333333332,24.5,19.233333333333334,29.266666666666666,15.2,22.833333333333332,13.9,20.233333333333334,5.0,20.0,10.0,17.0,2.0,6.0,17.0,22.0,13.0,19.0,8.0,31.0,10.0,26.0,13.0,12.0
2020-12-05,25.0,16.0,14.0,39.0,38.0,43.0,43.0,33.0,49.0,46.4,43.0,15.316666666666666,19.7,12.566666666666666,18.533333333333335,7.65,11.333333333333334,17.766666666666666,24.466666666666665,17.766666666666666,25.333333333333332,19.866666666666667,30.133333333333333,15.8,24.033333333333335,14.416666666666666,21.133333333333333,30.0,16.0,17.0,15.0,8.0,14.0,13.0,26.0,13.0,25.0,17.0,28.0,7.0,31.0,6.0,27.0
2020-12-06,25.0,6.0,15.0,36.0,28.0,20.0,28.0,29.0,46.0,40.6,34.0,15.733333333333333,20.5,12.516666666666667,18.166666666666668,7.8,11.566666666666666,18.283333333333335,25.033333333333335,17.9,25.733333333333334,20.016666666666666,30.333333333333332,16.183333333333334,24.666666666666668,14.766666666666667,21.633333333333333,1.0,21.0,17.0,22.0,8.0,17.0,19.0,11.0,16.0,19.0,14.0,20.0,9.0,11.0,14.0,13.0
2020-12-07,35.0,18.0,12.0,31.0,41.0,40.0,46.0,42.0,42.0,36.3,33.0,16.2,21.066666666666666,12.7,18.133333333333333,7.933333333333334,11.6,18.55,25.7,18.2,26.733333333333334,20.583333333333332,31.1,16.816666666666666,25.9,15.283333333333333,22.666666666666668,18.0,11.0,19.0,19.0,11.0,8.0,11.0,13.0,11.0,18.0,17.0,19.0,9.0,19.0,11.0,8.0
2020-12-08,36.0,7.0,21.0,45.0,36.0,31.0,40.0,47.0,47.0,38.5,33.0,16.6,21.933333333333334,12.7,18.166666666666668,8.216666666666667,12.033333333333333,19.083333333333332,26.633333333333333,18.683333333333334,27.533333333333335,20.983333333333334,31.566666666666666,17.266666666666666,27.066666666666666,15.983333333333333,23.866666666666667,10.0,11.0,6.0,8.0,8.0,5.0,17.0,15.0,12.0,14.0,17.0,24.0,5.0,13.0,11.0,16.0
2020-12-09,18.0,13.0,6.0,22.0,43.0,46.0,41.0,43.0,44.0,36.9,31.0,16.65,22.3,12.883333333333333,18.2,8.316666666666666,11.933333333333334,19.233333333333334,26.933333333333334,19.233333333333334,28.8,21.666666666666668,32.36666666666667,17.85,28.233333333333334,16.5,24.933333333333334,7.0,32.0,12.0,21.0,9.0,7.0,13.0,24.0,5.0,20.0,22.0,36.0,6.0,38.0,11.0,52.0
2020-12-10,31.0,33.0,12.0,34.0,34.0,29.0,28.0,49.0,51.0,40.8,32.0,17.116666666666667,22.9,13.266666666666667,18.766666666666666,8.466666666666667,11.566666666666666,19.633333333333333,26.933333333333334,19.683333333333334,28.933333333333334,22.083333333333332,32.166666666666664,18.316666666666666,28.333333333333332,17.3,25.733333333333334,13.0,26.0,16.0,23.0,23.0,10.0,34.0,30.0,30.0,22.0,35.0,27.0,25.0,32.0,25.0,23.0
2020-12-11,31.0,24.0,20.0,51.0,27.0,33.0,36.0,57.0,61.0,47.2,36.0,17.583333333333332,23.5,13.666666666666666,19.033333333333335,8.8,12.066666666666666,20.283333333333335,28.2,20.016666666666666,29.033333333333335,22.55,32.266666666666666,18.85,29.1,18.05,27.2,13.0,39.0,16.0,40.0,5.0,30.0,13.0,55.0,24.0,57.0,30.0,41.0,13.0,52.0,13.0,36.0
2020-12-12,33.0,3.0,11.0,28.0,22.0,48.0,56.0,27.0,63.0,49.1,41.0,17.983333333333334,24.066666666666666,13.7,18.433333333333334,8.883333333333333,12.033333333333333,20.55,28.366666666666667,20.3,29.3,23.2,32.96666666666667,19.55,30.266666666666666,18.433333333333334,27.466666666666665,16.0,10.0,21.0,11.0,12.0,11.0,23.0,30.0,14.0,17.0,27.0,21.0,21.0,21.0,19.0,15.0
2020-12-13,23.0,12.0,13.0,30.0,20.0,17.0,15.0,37.0,66.0,53.6,46.0,18.316666666666666,24.266666666666666,13.883333333333333,18.033333333333335,9.066666666666666,12.266666666666667,20.95,28.733333333333334,20.5,29.1,23.433333333333334,32.166666666666664,19.783333333333335,30.066666666666666,18.916666666666668,27.966666666666665,17.0,17.0,24.0,6.0,6.0,9.0,19.0,16.0,26.0,13.0,41.0,12.0,21.0,15.0,22.0,13.0
2020-12-14,42.0,15.0,17.0,44.0,57.0,34.0,36.0,46.0,46.0,41.7,37.0,18.75,24.966666666666665,14.083333333333334,17.9,9.2,12.566666666666666,21.583333333333332,29.2,21.083333333333332,30.3,23.883333333333333,32.2,20.116666666666667,30.8,19.65,29.1,21.0,17.0,19.0,10.0,8.0,13.0,30.0,13.0,21.0,17.0,33.0,24.0,14.0,26.0,12.0,13.0
2020-12-15,30.0,9.0,9.0,40.0,33.0,36.0,42.0,43.0,42.0,36.7,33.0,18.8,25.7,14.166666666666666,17.9,9.316666666666666,12.766666666666667,22.083333333333332,30.2,21.466666666666665,30.866666666666667,24.35,32.7,20.65,31.8,20.25,30.266666666666666,8.0,17.0,9.0,16.0,3.0,12.0,10.0,24.0,16.0,19.0,21.0,24.0,12.0,21.0,8.0,19.0
2020-12-16,31.0,21.0,4.0,26.0,36.0,25.0,26.0,42.0,37.0,33.9,32.0,19.316666666666666,25.733333333333334,14.433333333333334,17.733333333333334,9.383333333333333,12.4,22.333333333333332,30.0,21.916666666666668,30.566666666666666,24.633333333333333,32.1,21.066666666666666,31.9,20.933333333333334,30.7,30.0,31.0,26.0,24.0,15.0,13.0,32.0,42.0,45.0,56.0,43.0,57.0,23.0,50.0,29.0,42.0
2020-12-17,32.0,39.0,12.0,34.0,37.0,46.0,16.0,48.0,41.0,33.2,28.0,19.733333333333334,26.1,15.083333333333334,18.466666666666665,9.55,12.5,22.766666666666666,30.5,22.483333333333334,30.933333333333334,25.35,32.7,21.333333333333332,31.733333333333334,21.7,31.933333333333334,21.0,40.0,17.0,30.0,9.0,11.0,19.0,33.0,26.0,50.0,28.0,51.0,21.0,49.0,11.0,32.0
2020-12-18,36.0,15.0,6.0,29.0,39.0,39.0,32.0,37.0,39.0,34.8,31.0,20.266666666666666,26.6,15.216666666666667,18.233333333333334,9.583333333333334,12.2,23.116666666666667,30.433333333333334,22.966666666666665,31.366666666666667,25.85,32.666666666666664,21.783333333333335,32.0,22.266666666666666,32.1,21.0,47.0,22.0,39.0,15.0,27.0,31.0,55.0,26.0,63.0,40.0,57.0,24.0,56.0,32.0,45.0
2020-12-19,26.0,18.0,11.0,40.0,45.0,46.0,36.0,23.0,37.0,33.0,28.0,20.666666666666668,26.966666666666665,15.5,18.333333333333332,9.666666666666666,12.533333333333333,23.65,31.266666666666666,23.633333333333333,32.166666666666664,26.516666666666666,33.5,22.333333333333332,32.7,22.566666666666666,32.3,15.0,25.0,15.0,16.0,1.0,14.0,15.0,39.0,21.0,38.0,21.0,43.0,15.0,43.0,17.0,33.0
2020-12-20,19.0,0.0,7.0,18.0,24.0,14.0,32.0,26.0,44.0,40.6,35.0,20.783333333333335,26.933333333333334,15.383333333333333,17.766666666666666,9.766666666666667,12.566666666666666,23.916666666666668,31.133333333333333,23.916666666666668,32.333333333333336,26.633333333333333,32.93333333333333,22.8,32.9,22.916666666666668,32.766666666666666,20.0,25.0,17.0,6.0,6.0,15.0,22.0,36.0,19.0,28.0,31.0,20.0,26.0,28.0,12.0,29.0
2020-12-21,17.0,17.0,9.0,21.0,11.0,18.0,22.0,36.0,46.0,42.1,40.0,20.933333333333334,26.966666666666665,15.583333333333334,17.833333333333332,9.866666666666667,12.4,23.983333333333334,30.966666666666665,23.883333333333333,31.866666666666667,26.766666666666666,32.6,23.066666666666666,32.6,23.366666666666667,33.06666666666667,16.0,35.0,15.0,18.0,14.0,12.0,26.0,31.0,25.0,41.0,28.0,40.0,31.0,46.0,27.0,42.0
2020-12-22,42.0,52.0,22.0,41.0,41.0,49.0,24.0,45.0,51.0,44.8,40.0,21.433333333333334,27.666666666666668,16.366666666666667,18.833333333333332,10.133333333333333,12.566666666666666,24.483333333333334,31.966666666666665,24.316666666666666,32.6,27.266666666666666,33.56666666666667,23.283333333333335,33.03333333333333,23.916666666666668,34.13333333333333,21.0,36.0,22.0,7.0,17.0,21.0,11.0,45.0,19.0,36.0,20.0,31.0,11.0,40.0,13.0,47.0
2020-12-23,31.0,4.0,11.0,33.0,32.0,23.0,36.0,35.0,47.0,40.7,32.0,21.766666666666666,28.333333333333332,16.266666666666666,18.333333333333332,10.233333333333333,12.666666666666666,24.866666666666667,32.63333333333333,24.733333333333334,33.06666666666667,27.533333333333335,33.7,23.716666666666665,33.6,24.483333333333334,35.03333333333333,11.0,18.0,19.0,13.0,8.0,6.0,13.0,22.0,18.0,43.0,19.0,46.0,19.0,41.0,8.0,43.0
2020-12-24,27.0,36.0,20.0,38.0,49.0,27.0,24.0,42.0,61.0,56.5,43.0,22.116666666666667,28.866666666666667,16.833333333333332,19.266666666666666,10.55,13.166666666666666,25.333333333333332,33.4,25.5,34.233333333333334,27.866666666666667,33.8,24.033333333333335,33.96666666666667,25.016666666666666,35.9,11.0,31.0,8.0,33.0,5.0,12.0,15.0,34.0,14.0,34.0,24.0,29.0,13.0,28.0,16.0,49.0
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,37.0,24.0,21.866666666666667,27.8,16.616666666666667,18.566666666666666,10.45,12.933333333333334,25.15,32.6,25.3,33.56666666666667,27.533333333333335,32.6,23.933333333333334,32.7,24.833333333333332,34.166666666666664,32.0,31.0,21.0,24.0,7.0,20.0,24.0,51.0,20.0,27.0,36.0,33.0,38.0,36.0,52.0,57.0
2020-12-26,63.0,36.0,17.0,80.0,90.0,57.0,68.0,75.0,36.0,29.6,23.0,22.716666666666665,29.033333333333335,17.083333333333332,19.0,10.666666666666666,13.166666666666666,26.333333333333332,34.266666666666666,26.633333333333333,35.833333333333336,28.316666666666666,33.6,24.95,33.9,26.0,35.9,26.0,33.0,23.0,3.0,10.0,11.0,30.0,28.0,22.0,22.0,27.0,48.0,32.0,56.0,23.0,27.0
2020-12-27,12.0,0.0,13.0,10.0,24.0,31.0,12.0,36.0,42.0,34.6,26.0,22.55,28.133333333333333,16.983333333333334,17.666666666666668,10.85,12.6,26.266666666666666,32.766666666666666,26.816666666666666,34.733333333333334,28.516666666666666,33.266666666666666,24.933333333333334,32.56666666666667,26.383333333333333,35.9,39.0,23.0,40.0,12.0,30.0,13.0,55.0,30.0,57.0,20.0,41.0,17.0,52.0,15.0,36.0,37.0
2020-12-28,18.0,18.0,10.0,24.0,45.0,6.0,36.0,29.0,52.0,43.3,35.0,22.566666666666666,28.4,17.166666666666668,17.9,10.933333333333334,12.566666666666666,26.516666666666666,32.56666666666667,27.483333333333334,35.666666666666664,28.4,32.766666666666666,25.483333333333334,33.06666666666667,26.7,36.36666666666667,10.0,42.0,11.0,15.0,11.0,17.0,30.0,44.0,17.0,57.0,21.0,34.0,21.0,36.0,15.0,46.0
2020-12-29,25.0,19.0,15.0,29.0,32.0,38.0,37.0,23.0,42.0,38.6,33.0,22.733333333333334,28.666666666666668,17.283333333333335,18.333333333333332,11.066666666666666,12.766666666666667,26.75,33.0,27.866666666666667,36.3,28.75,33.63333333333333,25.816666666666666,33.8,26.683333333333334,36.7,17.0,30.0,6.0,9.0,9.0,9.0,16.0,40.0,13.0,33.0,12.0,36.0,15.0,42.0,13.0,43.0
2020-12-30,25.0,8.0,12.0,25.0,29.0,29.0,46.0,38.0,46.0,40.6,32.0,22.8,28.933333333333334,17.283333333333335,18.266666666666666,11.216666666666667,12.733333333333333,26.916666666666668,33.4,28.05,36.7,29.066666666666666,33.8,26.383333333333333,34.46666666666667,27.116666666666667,37.53333333333333,17.0,31.0,10.0,21.0,13.0,4.0,13.0,26.0,17.0,36.0,24.0,25.0,26.0,26.0,13.0,42.0
2020-12-31,30.0,43.0,24.0,40.0,35.0,47.0,9.0,41.0,55.0,47.4,41.0,23.15,29.366666666666667,17.866666666666667,19.166666666666668,11.583333333333334,13.133333333333333,27.233333333333334,33.93333333333333,28.5,37.233333333333334,29.783333333333335,34.56666666666667,26.35,34.06666666666667,27.683333333333334,38.266666666666666,17.0,32.0,16.0,39.0,12.0,12.0,24.0,34.0,19.0,37.0,24.0,46.0,21.0,16.0,19.0,48.0
2021-01-01,31.0,22.0,25.0,45.0,27.0,31.0,36.0,36.0,41.0,37.4,36.0,23.433333333333334,29.366666666666667,18.1,19.1,11.816666666666666,13.533333333333333,27.8,34.03333333333333,28.816666666666666,36.266666666666666,30.05,33.7,26.75,33.6,28.216666666666665,38.06666666666667,31.0,36.0,24.0,15.0,13.0,6.0,42.0,29.0,56.0,39.0,57.0,39.0,50.0,32.0,42.0,37.0
2021-01-02,31.0,28.0,12.0,42.0,30.0,37.0,43.0,28.0,57.0,44.1,37.0,23.766666666666666,29.066666666666666,18.316666666666666,19.033333333333335,11.933333333333334,13.566666666666666,28.333333333333332,34.333333333333336,29.216666666666665,35.6,30.433333333333334,33.233333333333334,27.35,33.4,28.55,37.93333333333333,40.0,26.0,30.0,18.0,11.0,11.0,33.0,40.0,50.0,45.0,51.0,46.0,49.0,36.0,32.0,23.0
2021-01-03,20.0,1.0,7.0,24.0,20.0,41.0,11.0,15.0,43.0,40.4,38.0,24.016666666666666,28.166666666666668,18.166666666666668,17.766666666666666,12.016666666666667,12.9,28.45,33.3,29.333333333333332,34.166666666666664,30.983333333333334,32.7,27.366666666666667,31.9,28.583333333333332,36.93333333333333,47.0,19.0,39.0,0.0,27.0,7.0,55.0,18.0,63.0,24.0,57.0,14.0,56.0,32.0,45.0,26.0
2021-01-04,24.0,28.0,14.0,39.0,35.0,27.0,43.0,54.0,46.0,40.5,35.0,23.916666666666668,28.133333333333333,18.35,18.166666666666668,12.116666666666667,12.9,28.883333333333333,33.3,29.7,34.06666666666667,31.15,32.166666666666664,27.966666666666665,31.9,29.383333333333333,37.63333333333333,25.0,17.0,16.0,17.0,14.0,9.0,39.0,21.0,38.0,11.0,43.0,18.0,43.0,22.0,33.0,36.0
2021-01-05,36.0,14.0,14.0,47.0,54.0,76.0,30.0,28.0,43.0,40.8,39.0,24.5,28.5,18.3,18.433333333333334,12.216666666666667,12.866666666666667,29.35,33.666666666666664,30.333333333333332,34.93333333333333,32.18333333333333,34.03333333333333,28.316666666666666,31.966666666666665,29.616666666666667,37.6,25.0,42.0,6.0,52.0,15.0,22.0,36.0,41.0,28.0,41.0,20.0,49.0,28.0,24.0,29.0,45.0
2021-01-06,24.0,22.0,21.0,37.0,42.0,45.0,29.0,41.0,43.0,40.6,38.0,24.6,28.133333333333333,18.35,18.566666666666666,12.383333333333333,13.166666666666666,29.783333333333335,33.86666666666667,30.85,34.96666666666667,32.65,34.2,28.65,31.4,30.116666666666667,37.56666666666667,35.0,31.0,18.0,4.0,12.0,11.0,31.0,33.0,41.0,32.0,40.0,23.0,46.0,36.0,42.0,35.0
2021-01-07,39.0,32.0,20.0,64.0,46.0,59.0,44.0,48.0,47.0,39.8,34.0,25.083333333333332,28.233333333333334,18.783333333333335,19.4,12.583333333333334,13.133333333333333,30.566666666666666,34.5,31.416666666666668,35.3,33.35,35.13333333333333,29.3,31.533333333333335,30.733333333333334,37.6,36.0,27.0,7.0,36.0,21.0,20.0,45.0,38.0,36.0,49.0,31.0,27.0,40.0,24.0,47.0,42.0
